Team,Player_Raw,Draft_Year,Draft_Type,Draft_Round,Draft_Pick
Essendon,Courtney Johns,2002,Rookie,2.0,28
Essendon,Adrian Wilson,2002,Rookie,3.0,44
Essendon,Toby McGrath,2002,Rookie,4.0,57
Essendon,Jason Laycock,2002,National,1.0,10
Essendon,Jason Winderlich,2002,National,1.0,11
Essendon,Darren Walsh,2002,National,2.0,27
Essendon,Tristan Cartledge,2002,National,2.0,28
Essendon,Jobe Watson,2002,National,3.0,40
Essendon,Steven Alessio,2002,National,5.0,67
Essendon,Benjamin Haynes,2002,Rookie,1.0,12
Essendon,Courtney Johns,2002,Rookie,2.0,28
Essendon,Adrian Wilson,2002,Rookie,3.0,44
Essendon,Toby McGrath,2002,Rookie,4.0,57
Essendon,Jason Laycock,2002,National,1.0,10
Essendon,Jason Winderlich,2002,National,1.0,11
Essendon,Darren Walsh,2002,National,2.0,27
Essendon,Tristan Cartledge,2002,National,2.0,28
Essendon,Jobe Watson,2002,National,3.0,40
Essendon,Steven Alessio,2002,National,5.0,67
Essendon,Benjamin Haynes,2002,Rookie,1.0,12
Essendon,Courtney Johns,2002,Rookie,2.0,28
Essendon,Adrian Wilson,2002,Rookie,3.0,44
Essendon,Toby McGrath,2002,Rookie,4.0,57
Essendon,Jason Laycock,2002,National,1.0,10
Essendon,Jason Winderlich,2002,National,1.0,11
Essendon,Darren Walsh,2002,National,2.0,27
Essendon,Tristan Cartledge,2002,National,2.0,28
Essendon,Jobe Watson,2002,National,3.0,40
Essendon,Steven Alessio,2002,National,5.0,67
Essendon,Benjamin Haynes,2002,Rookie,1.0,12
Essendon,Courtney Johns,2002,Rookie,2.0,28
Essendon,Adrian Wilson,2002,Rookie,3.0,44
Essendon,Toby McGrath,2002,Rookie,4.0,57
Essendon,Shane Harvey,2001,National,1.0,18
Essendon,Joel Reynolds,2001,National,2.0,31
Essendon,Simon O'Keefe,2001,National,2.0,34
Essendon,Andrew Welsh,2001,National,3.0,47
Essendon,Paul Salmon,2001,National,3.0,50
Essendon,Daniel McAlister,2001,National,4.0,64
Essendon,Scott Howard,2001,Rookie,1.0,15
Essendon,Adam Winter,2001,Rookie,2.0,31
Essendon,Ken Hall,2001,Rookie,3.0,46
Essendon,Shane Harvey,2001,National,1.0,18
Essendon,Joel Reynolds,2001,National,2.0,31
Essendon,Simon O'Keefe,2001,National,2.0,34
Essendon,Andrew Welsh,2001,National,3.0,47
Essendon,Paul Salmon,2001,National,3.0,50
Essendon,Daniel McAlister,2001,National,4.0,64
Essendon,Scott Howard,2001,Rookie,1.0,15
Essendon,Adam Winter,2001,Rookie,2.0,31
Essendon,Ken Hall,2001,Rookie,3.0,46
Essendon,Shane Harvey,2001,National,1.0,18
Essendon,Joel Reynolds,2001,National,2.0,31
Essendon,Simon O'Keefe,2001,National,2.0,34
Essendon,Andrew Welsh,2001,National,3.0,47
Essendon,Paul Salmon,2001,National,3.0,50
Essendon,Daniel McAlister,2001,National,4.0,64
Essendon,Scott Howard,2001,Rookie,1.0,15
Essendon,Adam Winter,2001,Rookie,2.0,31
Essendon,Ken Hall,2001,Rookie,3.0,46
Essendon,Shane Harvey,2001,National,1.0,18
Essendon,Joel Reynolds,2001,National,2.0,31
Essendon,Simon O'Keefe,2001,National,2.0,34
Essendon,Andrew Welsh,2001,National,3.0,47
Essendon,Paul Salmon,2001,National,3.0,50
Essendon,Daniel McAlister,2001,National,4.0,64
Essendon,Scott Howard,2001,Rookie,1.0,15
Essendon,Adam Winter,2001,Rookie,2.0,31
Essendon,Ken Hall,2001,Rookie,3.0,46
Essendon,Shane Harvey,2001,National,1.0,18
Essendon,Joel Reynolds,2001,National,2.0,31
Essendon,Simon O'Keefe,2001,National,2.0,34
Essendon,Andrew Welsh,2001,National,3.0,47
Essendon,Paul Salmon,2001,National,3.0,50
Essendon,Daniel McAlister,2001,National,4.0,64
Essendon,Scott Howard,2001,Rookie,1.0,15
Essendon,Adam Winter,2001,Rookie,2.0,31
Essendon,Ken Hall,2001,Rookie,3.0,46
Essendon,Shane Harvey,2001,National,1.0,18
Essendon,Joel Reynolds,2001,National,2.0,31
Essendon,Simon O'Keefe,2001,National,2.0,34
Essendon,Andrew Welsh,2001,National,3.0,47
Essendon,Paul Salmon,2001,National,3.0,50
Essendon,Daniel McAlister,2001,National,4.0,64
Essendon,Scott Howard,2001,Rookie,1.0,15
Essendon,Adam Winter,2001,Rookie,2.0,31
Essendon,Ken Hall,2001,Rookie,3.0,46
Essendon,Shane Harvey,2001,National,1.0,18
Essendon,Joel Reynolds,2001,National,2.0,31
Essendon,Simon O'Keefe,2001,National,2.0,34
Essendon,Andrew Welsh,2001,National,3.0,47
Essendon,Paul Salmon,2001,National,3.0,50
Essendon,Daniel McAlister,2001,National,4.0,64
Essendon,Scott Howard,2001,Rookie,1.0,15
Essendon,Adam Winter,2001,Rookie,2.0,31
Essendon,Ken Hall,2001,Rookie,3.0,46
Fremantle,Adam Sweid,2025,National,1.0,25
Fremantle,Tobyn Murray,2025,National,3.0,40
Fremantle,Leon Kickett,2025,Rookie,1.0,8
Fremantle,Adam Sweid,2025,National,1.0,25
Fremantle,Tobyn Murray,2025,National,3.0,40
Fremantle,Leon Kickett,2025,Rookie,1.0,8
Fremantle,Adam Sweid,2025,National,1.0,25
Fremantle,Tobyn Murray,2025,National,3.0,40
Fremantle,Leon Kickett,2025,Rookie,1.0,8
Fremantle,Adam Sweid,2025,National,1.0,25
Fremantle,Tobyn Murray,2025,National,3.0,40
Fremantle,Leon Kickett,2025,Rookie,1.0,8
Fremantle,Adam Sweid,2025,National,1.0,25
Fremantle,Tobyn Murray,2025,National,3.0,40
Fremantle,Leon Kickett,2025,Rookie,1.0,8
Fremantle,Adam Sweid,2025,National,1.0,25
Fremantle,Tobyn Murray,2025,National,3.0,40
Fremantle,Leon Kickett,2025,Rookie,1.0,8
Fremantle,Adam Sweid,2025,National,1.0,25
Fremantle,Tobyn Murray,2025,National,3.0,40
Fremantle,Leon Kickett,2025,Rookie,1.0,8
Fremantle,Murphy Reid,2024,National,1.0,17
Fremantle,Charlie Nicholls,2024,National,2.0,34
Fremantle,Jaren Carr,2024,National,4.0,63
Fremantle,Aiden Riddle,2024,Rookie,1.0,7
Fremantle,Murphy Reid,2024,National,1.0,17
Fremantle,Charlie Nicholls,2024,National,2.0,34
Fremantle,Jaren Carr,2024,National,4.0,63
Fremantle,Aiden Riddle,2024,Rookie,1.0,7
Fremantle,Murphy Reid,2024,National,1.0,17
Fremantle,Charlie Nicholls,2024,National,2.0,34
Fremantle,Jaren Carr,2024,National,4.0,63
Fremantle,Aiden Riddle,2024,Rookie,1.0,7
Fremantle,Murphy Reid,2024,National,1.0,17
Fremantle,Charlie Nicholls,2024,National,2.0,34
Fremantle,Jaren Carr,2024,National,4.0,63
Fremantle,Aiden Riddle,2024,Rookie,1.0,7
Fremantle,Murphy Reid,2024,National,1.0,17
Fremantle,Charlie Nicholls,2024,National,2.0,34
Fremantle,Jaren Carr,2024,National,4.0,63
Fremantle,Aiden Riddle,2024,Rookie,1.0,7
Fremantle,Murphy Reid,2024,National,1.0,17
Fremantle,Charlie Nicholls,2024,National,2.0,34
Fremantle,Jaren Carr,2024,National,4.0,63
Fremantle,Aiden Riddle,2024,Rookie,1.0,7
Fremantle,Murphy Reid,2024,National,1.0,17
Fremantle,Charlie Nicholls,2024,National,2.0,34
Fremantle,Jaren Carr,2024,National,4.0,63
Fremantle,Aiden Riddle,2024,Rookie,1.0,7
Fremantle,Ethan Stanley,2023,Mid-Season,1.0,8
Fremantle,Cooper Simpson,2023,National,2.0,35
Fremantle,Ollie Murphy,2023,National,2.0,41
Fremantle,Jack Delean,2023,National,5.0,60
Fremantle,Odin Jones,2023,Rookie,1.0,5
Fremantle,Ethan Stanley,2023,Mid-Season,1.0,8
Fremantle,Cooper Simpson,2023,National,2.0,35
Fremantle,Ollie Murphy,2023,National,2.0,41
Fremantle,Jack Delean,2023,National,5.0,60
Fremantle,Odin Jones,2023,Rookie,1.0,5
Fremantle,Ethan Stanley,2023,Mid-Season,1.0,8
Fremantle,Cooper Simpson,2023,National,2.0,35
Fremantle,Ollie Murphy,2023,National,2.0,41
Fremantle,Jack Delean,2023,National,5.0,60
Fremantle,Odin Jones,2023,Rookie,1.0,5
Fremantle,Ethan Stanley,2023,Mid-Season,1.0,8
Fremantle,Cooper Simpson,2023,National,2.0,35
Fremantle,Ollie Murphy,2023,National,2.0,41
Fremantle,Jack Delean,2023,National,5.0,60
Fremantle,Odin Jones,2023,Rookie,1.0,5
Fremantle,Ethan Stanley,2023,Mid-Season,1.0,8
Fremantle,Cooper Simpson,2023,National,2.0,35
Fremantle,Ollie Murphy,2023,National,2.0,41
Fremantle,Jack Delean,2023,National,5.0,60
Fremantle,Odin Jones,2023,Rookie,1.0,5
Fremantle,Ethan Stanley,2023,Mid-Season,1.0,8
Fremantle,Cooper Simpson,2023,National,2.0,35
Fremantle,Ollie Murphy,2023,National,2.0,41
Fremantle,Jack Delean,2023,National,5.0,60
Fremantle,Odin Jones,2023,Rookie,1.0,5
Fremantle,Ethan Stanley,2023,Mid-Season,1.0,8
Fremantle,Cooper Simpson,2023,National,2.0,35
Fremantle,Ollie Murphy,2023,National,2.0,41
Fremantle,Jack Delean,2023,National,5.0,60
Fremantle,Odin Jones,2023,Rookie,1.0,5
Fremantle,Sebit Kuek,2022,Mid-Season,1.0,15
Fremantle,Hugh Davies,2022,National,2.0,33
Fremantle,Tom Emmett,2022,National,3.0,41
Fremantle,Max Knobel,2022,National,3.0,42
Fremantle,Corey Wagner,2022,National,4.0,57
Fremantle,Liam Reidy,2022,Rookie,1.0,13
Fremantle,Sebit Kuek,2022,Mid-Season,1.0,15
Fremantle,Hugh Davies,2022,National,2.0,33
Fremantle,Tom Emmett,2022,National,3.0,41
Fremantle,Max Knobel,2022,National,3.0,42
Fremantle,Corey Wagner,2022,National,4.0,57
Fremantle,Liam Reidy,2022,Rookie,1.0,13
Fremantle,Sebit Kuek,2022,Mid-Season,1.0,15
Fremantle,Hugh Davies,2022,National,2.0,33
Fremantle,Tom Emmett,2022,National,3.0,41
Fremantle,Max Knobel,2022,National,3.0,42
Fremantle,Corey Wagner,2022,National,4.0,57
Fremantle,Liam Reidy,2022,Rookie,1.0,13
Fremantle,Sebit Kuek,2022,Mid-Season,1.0,15
Fremantle,Hugh Davies,2022,National,2.0,33
Fremantle,Tom Emmett,2022,National,3.0,41
Fremantle,Max Knobel,2022,National,3.0,42
Fremantle,Corey Wagner,2022,National,4.0,57
Fremantle,Liam Reidy,2022,Rookie,1.0,13
Fremantle,Sebit Kuek,2022,Mid-Season,1.0,15
Fremantle,Hugh Davies,2022,National,2.0,33
Fremantle,Tom Emmett,2022,National,3.0,41
Fremantle,Max Knobel,2022,National,3.0,42
Fremantle,Corey Wagner,2022,National,4.0,57
Fremantle,Liam Reidy,2022,Rookie,1.0,13
Fremantle,Sebit Kuek,2022,Mid-Season,1.0,15
Fremantle,Hugh Davies,2022,National,2.0,33
Fremantle,Tom Emmett,2022,National,3.0,41
Fremantle,Max Knobel,2022,National,3.0,42
Fremantle,Corey Wagner,2022,National,4.0,57
Fremantle,Liam Reidy,2022,Rookie,1.0,13
Fremantle,Sebit Kuek,2022,Mid-Season,1.0,15
Fremantle,Hugh Davies,2022,National,2.0,33
Fremantle,Tom Emmett,2022,National,3.0,41
Fremantle,Max Knobel,2022,National,3.0,42
Fremantle,Corey Wagner,2022,National,4.0,57
Fremantle,Liam Reidy,2022,Rookie,1.0,13
Fremantle,Jye Amiss,2021,National,1.0,8
Fremantle,Neil Erasmus,2021,National,1.0,10
Fremantle,Matt Johnson,2021,National,2.0,21
Fremantle,Eric Benning,2021,National,4.0,55
Fremantle,Karl Worner,2021,Rookie,1.0,8
Fremantle,Mitchell Crowden,2021,Rookie,2.0,25
Fremantle,Connor Blakely,2021,Rookie,3.0,34
Fremantle,Jye Amiss,2021,National,1.0,8
Fremantle,Neil Erasmus,2021,National,1.0,10
Fremantle,Matt Johnson,2021,National,2.0,21
Fremantle,Eric Benning,2021,National,4.0,55
Fremantle,Karl Worner,2021,Rookie,1.0,8
Fremantle,Mitchell Crowden,2021,Rookie,2.0,25
Fremantle,Connor Blakely,2021,Rookie,3.0,34
Fremantle,Jye Amiss,2021,National,1.0,8
Fremantle,Neil Erasmus,2021,National,1.0,10
Fremantle,Matt Johnson,2021,National,2.0,21
Fremantle,Eric Benning,2021,National,4.0,55
Fremantle,Karl Worner,2021,Rookie,1.0,8
Fremantle,Mitchell Crowden,2021,Rookie,2.0,25
Fremantle,Connor Blakely,2021,Rookie,3.0,34
Fremantle,Jye Amiss,2021,National,1.0,8
Fremantle,Neil Erasmus,2021,National,1.0,10
Fremantle,Matt Johnson,2021,National,2.0,21
Fremantle,Eric Benning,2021,National,4.0,55
Fremantle,Karl Worner,2021,Rookie,1.0,8
Fremantle,Mitchell Crowden,2021,Rookie,2.0,25
Fremantle,Connor Blakely,2021,Rookie,3.0,34
Fremantle,Jye Amiss,2021,National,1.0,8
Fremantle,Neil Erasmus,2021,National,1.0,10
Fremantle,Matt Johnson,2021,National,2.0,21
Fremantle,Eric Benning,2021,National,4.0,55
Fremantle,Karl Worner,2021,Rookie,1.0,8
Fremantle,Mitchell Crowden,2021,Rookie,2.0,25
Fremantle,Connor Blakely,2021,Rookie,3.0,34
Fremantle,Jye Amiss,2021,National,1.0,8
Fremantle,Neil Erasmus,2021,National,1.0,10
Fremantle,Matt Johnson,2021,National,2.0,21
Fremantle,Eric Benning,2021,National,4.0,55
Fremantle,Karl Worner,2021,Rookie,1.0,8
Fremantle,Mitchell Crowden,2021,Rookie,2.0,25
Fremantle,Connor Blakely,2021,Rookie,3.0,34
Fremantle,Jye Amiss,2021,National,1.0,8
Fremantle,Neil Erasmus,2021,National,1.0,10
Fremantle,Matt Johnson,2021,National,2.0,21
Fremantle,Eric Benning,2021,National,4.0,55
Fremantle,Karl Worner,2021,Rookie,1.0,8
Fremantle,Mitchell Crowden,2021,Rookie,2.0,25
Fremantle,Connor Blakely,2021,Rookie,3.0,34
Fremantle,Heath Chapman,2020,National,1.0,14
Fremantle,Nathan O'Driscoll,2020,National,2.0,27
Fremantle,Brandon Walker,2020,National,3.0,50
Fremantle,Joel Western,2020,National,4.0,54
Fremantle,Josh Treacy,2020,Rookie,1.0,7
Fremantle,Bailey Banfield,2020,Rookie,2.0,22
Fremantle,Heath Chapman,2020,National,1.0,14
Fremantle,Nathan O'Driscoll,2020,National,2.0,27
Fremantle,Brandon Walker,2020,National,3.0,50
Fremantle,Joel Western,2020,National,4.0,54
Fremantle,Josh Treacy,2020,Rookie,1.0,7
Fremantle,Bailey Banfield,2020,Rookie,2.0,22
Fremantle,Heath Chapman,2020,National,1.0,14
Fremantle,Nathan O'Driscoll,2020,National,2.0,27
Fremantle,Brandon Walker,2020,National,3.0,50
Fremantle,Joel Western,2020,National,4.0,54
Fremantle,Josh Treacy,2020,Rookie,1.0,7
Fremantle,Bailey Banfield,2020,Rookie,2.0,22
Fremantle,Heath Chapman,2020,National,1.0,14
Fremantle,Nathan O'Driscoll,2020,National,2.0,27
Fremantle,Brandon Walker,2020,National,3.0,50
Fremantle,Joel Western,2020,National,4.0,54
Fremantle,Josh Treacy,2020,Rookie,1.0,7
Fremantle,Bailey Banfield,2020,Rookie,2.0,22
Fremantle,Heath Chapman,2020,National,1.0,14
Fremantle,Nathan O'Driscoll,2020,National,2.0,27
Fremantle,Brandon Walker,2020,National,3.0,50
Fremantle,Joel Western,2020,National,4.0,54
Fremantle,Josh Treacy,2020,Rookie,1.0,7
Fremantle,Bailey Banfield,2020,Rookie,2.0,22
Fremantle,Heath Chapman,2020,National,1.0,14
Fremantle,Nathan O'Driscoll,2020,National,2.0,27
Fremantle,Brandon Walker,2020,National,3.0,50
Fremantle,Joel Western,2020,National,4.0,54
Fremantle,Josh Treacy,2020,Rookie,1.0,7
Fremantle,Bailey Banfield,2020,Rookie,2.0,22
Fremantle,Heath Chapman,2020,National,1.0,14
Fremantle,Nathan O'Driscoll,2020,National,2.0,27
Fremantle,Brandon Walker,2020,National,3.0,50
Fremantle,Joel Western,2020,National,4.0,54
Fremantle,Josh Treacy,2020,Rookie,1.0,7
Fremantle,Bailey Banfield,2020,Rookie,2.0,22
Fremantle,Dillon O'Reilly,2019,Mid-Season,1.0,11
Fremantle,Hayden Young,2019,National,1.0,7
Fremantle,Caleb Serong,2019,National,1.0,8
Fremantle,Liam Henry,2019,National,1.0,9
Fremantle,Michael Frederick,2019,National,4.0,61
Fremantle,Jarvis Pina,2019,Rookie,1.0,6
Fremantle,Thomas North,2019,Rookie,2.0,20
Fremantle,Hugh Dixon,2019,Rookie,3.0,30
Fremantle,Dillon O'Reilly,2019,Mid-Season,1.0,11
Fremantle,Hayden Young,2019,National,1.0,7
Fremantle,Caleb Serong,2019,National,1.0,8
Fremantle,Liam Henry,2019,National,1.0,9
Fremantle,Michael Frederick,2019,National,4.0,61
Fremantle,Jarvis Pina,2019,Rookie,1.0,6
Fremantle,Thomas North,2019,Rookie,2.0,20
Fremantle,Hugh Dixon,2019,Rookie,3.0,30
Fremantle,Dillon O'Reilly,2019,Mid-Season,1.0,11
Fremantle,Hayden Young,2019,National,1.0,7
Fremantle,Caleb Serong,2019,National,1.0,8
Fremantle,Liam Henry,2019,National,1.0,9
Fremantle,Michael Frederick,2019,National,4.0,61
Fremantle,Jarvis Pina,2019,Rookie,1.0,6
Fremantle,Thomas North,2019,Rookie,2.0,20
Fremantle,Hugh Dixon,2019,Rookie,3.0,30
Fremantle,Dillon O'Reilly,2019,Mid-Season,1.0,11
Fremantle,Hayden Young,2019,National,1.0,7
Fremantle,Caleb Serong,2019,National,1.0,8
Fremantle,Liam Henry,2019,National,1.0,9
Fremantle,Michael Frederick,2019,National,4.0,61
Fremantle,Jarvis Pina,2019,Rookie,1.0,6
Fremantle,Thomas North,2019,Rookie,2.0,20
Fremantle,Hugh Dixon,2019,Rookie,3.0,30
Fremantle,Dillon O'Reilly,2019,Mid-Season,1.0,11
Fremantle,Hayden Young,2019,National,1.0,7
Fremantle,Caleb Serong,2019,National,1.0,8
Fremantle,Liam Henry,2019,National,1.0,9
Fremantle,Michael Frederick,2019,National,4.0,61
Fremantle,Jarvis Pina,2019,Rookie,1.0,6
Fremantle,Thomas North,2019,Rookie,2.0,20
Fremantle,Hugh Dixon,2019,Rookie,3.0,30
Fremantle,Dillon O'Reilly,2019,Mid-Season,1.0,11
Fremantle,Hayden Young,2019,National,1.0,7
Fremantle,Caleb Serong,2019,National,1.0,8
Fremantle,Liam Henry,2019,National,1.0,9
Fremantle,Michael Frederick,2019,National,4.0,61
Fremantle,Jarvis Pina,2019,Rookie,1.0,6
Fremantle,Thomas North,2019,Rookie,2.0,20
Fremantle,Hugh Dixon,2019,Rookie,3.0,30
Fremantle,Dillon O'Reilly,2019,Mid-Season,1.0,11
Fremantle,Hayden Young,2019,National,1.0,7
Fremantle,Caleb Serong,2019,National,1.0,8
Fremantle,Liam Henry,2019,National,1.0,9
Fremantle,Michael Frederick,2019,National,4.0,61
Fremantle,Jarvis Pina,2019,Rookie,1.0,6
Fremantle,Thomas North,2019,Rookie,2.0,20
Fremantle,Hugh Dixon,2019,Rookie,3.0,30
Fremantle,Sam Sturt,2018,National,1.0,17
Fremantle,Luke Valente,2018,National,2.0,32
Fremantle,Lachlan Schultz,2018,National,4.0,57
Fremantle,Brett Bewley,2018,National,4.0,59
Fremantle,Ethan Hughes,2018,Rookie,1.0,5
Fremantle,Tobe Watson,2018,Rookie,2.0,22
Fremantle,Ryan Nyhuis,2018,Rookie,3.0,37
Fremantle,Sam Sturt,2018,National,1.0,17
Fremantle,Luke Valente,2018,National,2.0,32
Fremantle,Lachlan Schultz,2018,National,4.0,57
Fremantle,Brett Bewley,2018,National,4.0,59
Fremantle,Ethan Hughes,2018,Rookie,1.0,5
Fremantle,Tobe Watson,2018,Rookie,2.0,22
Fremantle,Ryan Nyhuis,2018,Rookie,3.0,37
Fremantle,Sam Sturt,2018,National,1.0,17
Fremantle,Luke Valente,2018,National,2.0,32
Fremantle,Lachlan Schultz,2018,National,4.0,57
Fremantle,Brett Bewley,2018,National,4.0,59
Fremantle,Ethan Hughes,2018,Rookie,1.0,5
Fremantle,Tobe Watson,2018,Rookie,2.0,22
Fremantle,Ryan Nyhuis,2018,Rookie,3.0,37
Fremantle,Sam Sturt,2018,National,1.0,17
Fremantle,Luke Valente,2018,National,2.0,32
Fremantle,Lachlan Schultz,2018,National,4.0,57
Fremantle,Brett Bewley,2018,National,4.0,59
Fremantle,Ethan Hughes,2018,Rookie,1.0,5
Fremantle,Tobe Watson,2018,Rookie,2.0,22
Fremantle,Ryan Nyhuis,2018,Rookie,3.0,37
Fremantle,Sam Sturt,2018,National,1.0,17
Fremantle,Luke Valente,2018,National,2.0,32
Fremantle,Lachlan Schultz,2018,National,4.0,57
Fremantle,Brett Bewley,2018,National,4.0,59
Fremantle,Ethan Hughes,2018,Rookie,1.0,5
Fremantle,Tobe Watson,2018,Rookie,2.0,22
Fremantle,Ryan Nyhuis,2018,Rookie,3.0,37
Fremantle,Sam Sturt,2018,National,1.0,17
Fremantle,Luke Valente,2018,National,2.0,32
Fremantle,Lachlan Schultz,2018,National,4.0,57
Fremantle,Brett Bewley,2018,National,4.0,59
Fremantle,Ethan Hughes,2018,Rookie,1.0,5
Fremantle,Tobe Watson,2018,Rookie,2.0,22
Fremantle,Ryan Nyhuis,2018,Rookie,3.0,37
Fremantle,Sam Sturt,2018,National,1.0,17
Fremantle,Luke Valente,2018,National,2.0,32
Fremantle,Lachlan Schultz,2018,National,4.0,57
Fremantle,Brett Bewley,2018,National,4.0,59
Fremantle,Ethan Hughes,2018,Rookie,1.0,5
Fremantle,Tobe Watson,2018,Rookie,2.0,22
Fremantle,Ryan Nyhuis,2018,Rookie,3.0,37
Fremantle,Andrew Brayshaw,2017,National,1.0,2
Fremantle,Adam Cerra,2017,National,1.0,5
Fremantle,Hugh Dixon,2017,National,3.0,44
Fremantle,Mitchell Crowden,2017,National,4.0,59
Fremantle,Tom North,2017,National,4.0,65
Fremantle,Lloyd Meek,2017,National,4.0,69
Fremantle,Sam Switkowski,2017,National,5.0,73
Fremantle,Scott Jones,2017,National,5.0,75
Fremantle,Bailey Banfield,2017,Rookie,1.0,5
Fremantle,Stefan Giro,2017,Rookie,2.0,21
Fremantle,Andrew Brayshaw,2017,National,1.0,2
Fremantle,Adam Cerra,2017,National,1.0,5
Fremantle,Hugh Dixon,2017,National,3.0,44
Fremantle,Mitchell Crowden,2017,National,4.0,59
Fremantle,Tom North,2017,National,4.0,65
Fremantle,Lloyd Meek,2017,National,4.0,69
Fremantle,Sam Switkowski,2017,National,5.0,73
Fremantle,Scott Jones,2017,National,5.0,75
Fremantle,Bailey Banfield,2017,Rookie,1.0,5
Fremantle,Stefan Giro,2017,Rookie,2.0,21
Fremantle,Andrew Brayshaw,2017,National,1.0,2
Fremantle,Adam Cerra,2017,National,1.0,5
Fremantle,Hugh Dixon,2017,National,3.0,44
Fremantle,Mitchell Crowden,2017,National,4.0,59
Fremantle,Tom North,2017,National,4.0,65
Fremantle,Lloyd Meek,2017,National,4.0,69
Fremantle,Sam Switkowski,2017,National,5.0,73
Fremantle,Scott Jones,2017,National,5.0,75
Fremantle,Bailey Banfield,2017,Rookie,1.0,5
Fremantle,Stefan Giro,2017,Rookie,2.0,21
Fremantle,Andrew Brayshaw,2017,National,1.0,2
Fremantle,Adam Cerra,2017,National,1.0,5
Fremantle,Hugh Dixon,2017,National,3.0,44
Fremantle,Mitchell Crowden,2017,National,4.0,59
Fremantle,Tom North,2017,National,4.0,65
Fremantle,Lloyd Meek,2017,National,4.0,69
Fremantle,Sam Switkowski,2017,National,5.0,73
Fremantle,Scott Jones,2017,National,5.0,75
Fremantle,Bailey Banfield,2017,Rookie,1.0,5
Fremantle,Stefan Giro,2017,Rookie,2.0,21
Fremantle,Andrew Brayshaw,2017,National,1.0,2
Fremantle,Adam Cerra,2017,National,1.0,5
Fremantle,Hugh Dixon,2017,National,3.0,44
Fremantle,Mitchell Crowden,2017,National,4.0,59
Fremantle,Tom North,2017,National,4.0,65
Fremantle,Lloyd Meek,2017,National,4.0,69
Fremantle,Sam Switkowski,2017,National,5.0,73
Fremantle,Scott Jones,2017,National,5.0,75
Fremantle,Bailey Banfield,2017,Rookie,1.0,5
Fremantle,Stefan Giro,2017,Rookie,2.0,21
Fremantle,Andrew Brayshaw,2017,National,1.0,2
Fremantle,Adam Cerra,2017,National,1.0,5
Fremantle,Hugh Dixon,2017,National,3.0,44
Fremantle,Mitchell Crowden,2017,National,4.0,59
Fremantle,Tom North,2017,National,4.0,65
Fremantle,Lloyd Meek,2017,National,4.0,69
Fremantle,Sam Switkowski,2017,National,5.0,73
Fremantle,Scott Jones,2017,National,5.0,75
Fremantle,Bailey Banfield,2017,Rookie,1.0,5
Fremantle,Stefan Giro,2017,Rookie,2.0,21
Fremantle,Andrew Brayshaw,2017,National,1.0,2
Fremantle,Adam Cerra,2017,National,1.0,5
Fremantle,Hugh Dixon,2017,National,3.0,44
Fremantle,Mitchell Crowden,2017,National,4.0,59
Fremantle,Tom North,2017,National,4.0,65
Fremantle,Lloyd Meek,2017,National,4.0,69
Fremantle,Sam Switkowski,2017,National,5.0,73
Fremantle,Scott Jones,2017,National,5.0,75
Fremantle,Bailey Banfield,2017,Rookie,1.0,5
Fremantle,Stefan Giro,2017,Rookie,2.0,21
Fremantle,Griffin Logue,2016,National,1.0,8
Fremantle,Sean Darcy,2016,National,2.0,38
Fremantle,Brennan Cox,2016,National,2.0,41
Fremantle,Luke Ryan,2016,National,4.0,66
Fremantle,Taylin Duman,2016,Rookie,1.0,3
Fremantle,Luke Strnadica,2016,Rookie,2.0,21
Fremantle,Brady Grey,2016,Rookie,3.0,38
Fremantle,Josh Deluca-Cardillo,2016,Rookie,3.0,50
Fremantle,Griffin Logue,2016,National,1.0,8
Fremantle,Sean Darcy,2016,National,2.0,38
Fremantle,Brennan Cox,2016,National,2.0,41
Fremantle,Luke Ryan,2016,National,4.0,66
Fremantle,Taylin Duman,2016,Rookie,1.0,3
Fremantle,Luke Strnadica,2016,Rookie,2.0,21
Fremantle,Brady Grey,2016,Rookie,3.0,38
Fremantle,Josh Deluca-Cardillo,2016,Rookie,3.0,50
Fremantle,Griffin Logue,2016,National,1.0,8
Fremantle,Sean Darcy,2016,National,2.0,38
Fremantle,Brennan Cox,2016,National,2.0,41
Fremantle,Luke Ryan,2016,National,4.0,66
Fremantle,Taylin Duman,2016,Rookie,1.0,3
Fremantle,Luke Strnadica,2016,Rookie,2.0,21
Fremantle,Brady Grey,2016,Rookie,3.0,38
Fremantle,Josh Deluca-Cardillo,2016,Rookie,3.0,50
Fremantle,Griffin Logue,2016,National,1.0,8
Fremantle,Sean Darcy,2016,National,2.0,38
Fremantle,Brennan Cox,2016,National,2.0,41
Fremantle,Luke Ryan,2016,National,4.0,66
Fremantle,Taylin Duman,2016,Rookie,1.0,3
Fremantle,Luke Strnadica,2016,Rookie,2.0,21
Fremantle,Brady Grey,2016,Rookie,3.0,38
Fremantle,Josh Deluca-Cardillo,2016,Rookie,3.0,50
Fremantle,Griffin Logue,2016,National,1.0,8
Fremantle,Sean Darcy,2016,National,2.0,38
Fremantle,Brennan Cox,2016,National,2.0,41
Fremantle,Luke Ryan,2016,National,4.0,66
Fremantle,Taylin Duman,2016,Rookie,1.0,3
Fremantle,Luke Strnadica,2016,Rookie,2.0,21
Fremantle,Brady Grey,2016,Rookie,3.0,38
Fremantle,Josh Deluca-Cardillo,2016,Rookie,3.0,50
