Team,Jumper_No,Player,DOB,Height,Position,Games,Age,Origin,Contract_Expiry,FA_Status,Draft_Year,Draft_Type,Draft_Round,Draft_Pick,Overall_Rating,data_provider_id,Team_API,Position_API,Athleticism_Rating,Kicking_Rating,Marking_Rating,Handballing_Rating,Tackling & Pressure_Rating,Hit-Ups & Groundball_Rating,Ruck_Rating
Collingwood,16,Edward Allan,2004-05-26,194.0,Midfield,17,21yr 9mth,Claremont,2026.0,Non-Free Agent,2022.0,National,1.0,19.0,2.35,E.Allan 26/5/2004,COFC,W,,,,,,,
Collingwood,41,Angus Anderson,2003-05-25,193.0,Midfield,0,22yr 9mth,Sturt,2027.0,Unknown,2025.0,National,4.0,57.0,,,,,,,,,,,
Collingwood,34,Jack Buller,2001-05-16,199.0,Forward,12,24yr 10mth,Claremont,2027.0,Non-Free Agent,2023.0,Mid-Season,2.0,15.0,2.42,J.Buller 16/5/2001,SYFC,KF,,,,,,,
Collingwood,14,Darcy Cameron,1995-07-18,204.0,Ruck,122,30yr 8mth,Claremont,2029.0,Unrestricted Free Agent,2016.0,National,3.0,48.0,3.16,D.Cameron 18/7/1995,COFC,R,,,,,,,
Collingwood,27,Joel Cochran,2006-03-28,195.0,Defender,0,19yr 11mth,UNSW-Eastern Suburbs,2026.0,Non-Free Agent,2024.0,National,3.0,47.0,,,,,,,,,,,
Collingwood,25,Jack Crisp,1993-10-02,190.0,Midfield,276,32yr 5mth,Murray Bushrangers,2026.0,Unrestricted Free Agent,2012.0,National,5.0,86.0,3.35,J.Crisp 2/10/1993,COFC,W,,,,,,,
Collingwood,7,Josh Daicos,1998-11-26,178.0,Defender,153,27yr 3mth,Oakleigh Chargers,2030.0,Unrestricted Free Agent,2016.0,National,4.0,57.0,2.96,J.Daicos 26/11/1998,COFC,GD,,,,,,,
Collingwood,35,Nick Daicos,2003-01-03,184.0,Midfield,97,23yr 2mth,Oakleigh Chargers,2029.0,Restricted Free Agent,2021.0,National,1.0,4.0,3.05,N.Daicos 3/1/2003,COFC,M,,,,,,,
Collingwood,2,Jordan De Goey,1996-03-15,188.0,MidfieldForward,184,30yr,Oakleigh Chargers,2027.0,Unrestricted Free Agent,2014.0,National,1.0,5.0,2.06,J.De Goey 15/3/1996,COFC,M,,,,,,,
Collingwood,13,Harry Demattia,2005-09-11,186.0,Midfield,0,20yr 6mth,Dandenong Stingrays,2027.0,Non-Free Agent,2023.0,National,1.0,25.0,,,,,,,,,,,
Collingwood,5,Jamie Elliott,1992-08-21,178.0,Forward,221,33yr 7mth,Murray Bushrangers,2027.0,Unrestricted Free Agent,,,,,3.06,J.Elliott 21/8/1992,COFC,GF,,,,,,,
Collingwood,17,Billy Frampton,1996-11-20,201.0,Defender,76,29yr 4mth,South Fremantle,2026.0,Non-Free Agent,2014.0,National,6.0,84.0,2.61,B.Frampton 20/11/1996,COFC,KD,,,,,,,
Collingwood,36,Harvey Harrison,2003-11-10,181.0,Forward,16,22yr 4mth,North Adelaide,2027.0,Non-Free Agent,2021.0,National,3.0,52.0,2.17,H.Harrison 10/11/2003,COFC,GF,,,,,,,
Collingwood,39,Will Hayes,2006-05-16,180.0,Forward,2,19yr 10mth,Claremont,2028.0,Non-Free Agent,2022.0,Mid-Season,2.0,22.0,,,,,,,,,,,
Collingwood,23,Bobby Hill,2000-02-09,175.0,Forward,102,26yr 1mth,Perth,2030.0,Restricted Free Agent,2018.0,National,2.0,24.0,2.54,B.Hill 9/2/2000,COFC,GF,,,,,,,
Collingwood,9,Dan Houston,1997-05-12,186.0,Defender,191,28yr 10mth,Oakleigh Chargers,2030.0,Non-Free Agent,2015.0,Rookie,3.0,45.0,2.56,D.Houston 12/5/1997,COFC,GD,,,,,,,
Collingwood,38,Jeremy Howe,1990-06-29,190.0,Defender,271,35yr 8mth,Hobart,2026.0,Unrestricted Free Agent,2010.0,National,2.0,33.0,2.31,J.Howe 29/6/1990,COFC,GD,,,,,,,
Collingwood,40,Noah Howes,2005-10-28,196.0,Forward,0,20yr 4mth,South Adelaide,2026.0,Non-Free Agent,2025.0,Mid-Season,2.0,15.0,,,,,,,,,,,
Collingwood,19,Tew Jiath,2005-03-02,188.0,Defender,1,21yr,Gippsland Power,2027.0,Non-Free Agent,2023.0,National,2.0,37.0,,,,,,,,,,,
Collingwood,1,Patrick Lipinski,1998-07-17,190.0,MidfieldForward,143,27yr 8mth,Northern Knights,2027.0,Non-Free Agent,2016.0,National,2.0,28.0,2.18,P.Lipinski 17/7/1998,COFC,M,,,,,,,
Collingwood,44,Ned Long,2003-02-05,194.0,Midfield,39,23yr 1mth,Northern Knights,2027.0,Unrestricted Free Agent,2024.0,Mid-Season,2.0,19.0,2.54,N.Long 5/2/2003,COFC,M,,,,,,,
Collingwood,4,Brayden Maynard,1996-09-20,189.0,Defender,231,29yr 6mth,Sandringham Dragons,2029.0,Unrestricted Free Agent,2014.0,National,2.0,30.0,2.62,B.Maynard 20/9/1996,COFC,GD,,,,,,,
Collingwood,37,Zac McCarthy,2007-10-27,199.0,ForwardRuck,0,18yr 4mth,Oakleigh Chargers,2027.0,Unknown,2025.0,National,3.0,55.0,,,,,,,,,,,
Collingwood,31,Beau McCreery,2001-04-19,186.0,Forward,98,24yr 11mth,South Adelaide,2027.0,Non-Free Agent,2020.0,National,3.0,44.0,2.62,B.McCreery 19/4/2001,COFC,GF,,,,,,,
Collingwood,26,Reef McInnes,2002-12-12,194.0,Defender,23,23yr 3mth,Oakleigh Chargers,2027.0,Non-Free Agent,2020.0,National,1.0,23.0,1.39,R.McInnes 12/12/2002,COFC,KD,,,,,,,
Collingwood,11,Daniel McStay,1995-06-24,195.0,Forward,200,30yr 8mth,Eastern Ranges,2027.0,Non-Free Agent,2013.0,National,2.0,25.0,2.71,D.McStay 24/6/1995,COFC,KF,,,,,,,
Collingwood,28,Tim Membrey,1994-05-26,188.0,Forward,204,31yr 9mth,Gippsland Power,2026.0,Unrestricted Free Agent,2012.0,National,3.0,46.0,2.36,T.Membrey 26/5/1994,COFC,KF,,,,,,,
Collingwood,30,Darcy Moore,1996-01-25,203.0,Defender,195,30yr 1mth,Oakleigh Chargers,2028.0,Unrestricted Free Agent,2014.0,National,1.0,9.0,3.08,D.Moore 25/1/1996,COFC,KD,,,,,,,
Collingwood,15,Wil Parker,2002-05-29,183.0,Defender,11,23yr 9mth,Eastern Ranges,2026.0,Non-Free Agent,,,,,1.83,W.Parker 29/5/2002,COFC,GD,,,,,,,
Collingwood,10,Scott Pendlebury,1988-01-07,191.0,Midfield,427,38yr 2mth,Gippsland Power,2026.0,Unrestricted Free Agent,2005.0,National,1.0,5.0,2.6,S.Pendlebury 7/1/1988,COFC,M,,,,,,,
Collingwood,12,Harry Perryman,1998-12-19,187.0,Defender,156,27yr 3mth,Collingullie,2030.0,Non-Free Agent,2016.0,National,1.0,14.0,2.57,H.Perryman 19/12/1998,COFC,GD,,,,,,,
Collingwood,18,Tyan Prindable,2007-01-25,182.0,Midfield,0,19yr 1mth,Brisbane Lions Academy,2027.0,Unknown,2025.0,National,2.0,32.0,,,,,,,,,,,
Collingwood,3,Isaac Quaynor,2000-01-15,180.0,Defender,135,26yr 2mth,Oakleigh Chargers,2029.0,Unrestricted Free Agent,2018.0,National,1.0,13.0,2.59,I.Quaynor 15/1/2000,COFC,GD,,,,,,,
Collingwood,24,Jakob Ryan,2004-09-20,189.0,Defender,1,21yr 6mth,Glenelg,2026.0,Non-Free Agent,2022.0,National,2.0,28.0,,,,,,,,,,,
Collingwood,43,Jai Saxena,2007-07-27,179.0,Forward,0,18yr 7mth,Oakleigh Chargers,2026.0,Non-Free Agent,,,,,,,,,,,,,,,
Collingwood,8,Lachlan Schultz,1997-11-30,178.0,Forward,128,28yr 3mth,Williamstown,2027.0,Unrestricted Free Agent,2018.0,National,4.0,57.0,,,,,,,,,,,
Collingwood,22,Steele Sidebottom,1991-01-02,184.0,Midfield,356,35yr 2mth,Murray Bushrangers,2026.0,Unrestricted Free Agent,2008.0,National,1.0,11.0,3.21,S.Sidebottom 2/1/1991,COFC,W,,,,,,,
Collingwood,20,Iliro Smit,2005-08-09,200.0,Ruck,0,20yr 7mth,Eastern Ranges,2026.0,Non-Free Agent,2024.0,Mid-Season,1.0,10.0,,,,,,,,,,,
Collingwood,45,Roan Steele,2001-10-22,183.0,Midfield,7,24yr 5mth,West Perth,2028.0,Non-Free Agent,2025.0,Mid-Season,1.0,8.0,1.67,R.Steele 22/10/2001,COFC,W,,,,,,,
Collingwood,21,Oscar Steene,2003-08-23,201.0,ForwardRuck,0,22yr 6mth,West Adelaide,2027.0,Non-Free Agent,,,,,,,,,,,,,,,
Collingwood,33,Lachie Sullivan,1997-09-25,180.0,Forward,24,28yr 5mth,Footscray,2026.0,Non-Free Agent,,,,,,,,,,,,,,,
Collingwood,32,Samuel Swadling,2007-01-16,189.0,Midfield,0,19yr 2mth,West Perth,2027.0,Unknown,2025.0,National,3.0,37.0,,,,,,,,,,,
Collingwood,29,Charlie West,2006-02-01,194.0,Forward,1,20yr 1mth,Woodville-West Torrens,2028.0,Non-Free Agent,2024.0,National,3.0,50.0,,,,,,,,,,,
Essendon,46,Lachlan Blakiston,1998-09-09,203.0,Defender,13,27yr 6mth,East Fremantle,2028.0,Non-Free Agent,2025.0,Mid-Season,1.0,13.0,2.09,L.Blakiston 9/9/1998,EFC,KD,,,,,,,
Essendon,39,Cillian Bourke,2006-06-07,190.0,Defender,0,19yr 9mth,County Offaly,2027.0,Unknown,,,,,,,,,,,,,,,
Essendon,24,Nick Bryan,2001-10-22,203.0,Ruck,23,24yr 5mth,Oakleigh Chargers,2027.0,Restricted Free Agent,2019.0,National,2.0,38.0,2.1,N.Bryan 22/10/2001,EFC,R,,,,,,,
Essendon,30,Nate Caddy,2005-07-14,193.0,Forward,29,20yr 8mth,Northern Knights,2028.0,Non-Free Agent,2023.0,National,1.0,10.0,2.42,N.Caddy 14/7/2005,EFC,KF,,,,,,,
Essendon,6,Jye Caldwell,2000-09-28,183.0,Midfield,91,25yr 5mth,Bendigo Pioneers,2028.0,Restricted Free Agent,2018.0,National,1.0,11.0,2.95,J.Caldwell 28/9/2000,EFC,M,,,,,,,
Essendon,36,Angus Clarke,2006-05-08,188.0,DefenderMidfield,14,19yr 10mth,Glenelg,2028.0,Non-Free Agent,2024.0,National,2.0,39.0,,,,,,,,,,,
Essendon,13,Nikolas Cox,2002-01-15,200.0,Midfield,53,24yr 2mth,Northern Knights,2026.0,Non-Free Agent,2020.0,National,1.0,8.0,,,,,,,,,,,
Essendon,44,Archer Day-Wicks,2006-05-13,186.0,Forward,5,19yr 10mth,Bendigo Pioneers,2026.0,Non-Free Agent,2024.0,Rookie,1.0,6.0,1.87,A.Day-Wicks 13/5/2006,EFC,GF,,,,,,,
Essendon,22,Sam Durham,2001-07-09,185.0,Midfield,93,24yr 8mth,Richmond,2032.0,Unrestricted Free Agent,2021.0,Mid-Season,1.0,9.0,2.76,S.Durham 9/7/2001,EFC,M,,,,,,,
Essendon,28,Xavier Duursma,2000-07-07,186.0,Midfield,112,25yr 8mth,Gippsland Power,2027.0,Non-Free Agent,2018.0,National,1.0,18.0,2.93,X.Duursma 7/7/2000,EFC,W,,,,,,,
Essendon,45,Tom Edwards,2000-05-20,191.0,Forward,2,25yr 10mth,Swan Districts,2026.0,Non-Free Agent,,,,,,,,,,,,,,,
Essendon,33,Hussien El Achkar,2007-04-02,171.0,Forward,2,18yr 11mth,Calder Cannons,2027.0,Unknown,2025.0,National,3.0,53.0,,,,,,,,,,,
Essendon,41,Saad El-Hawli,2001-05-15,184.0,Midfield,9,24yr 10mth,Northern Bullants,2026.0,Non-Free Agent,2024.0,Mid-Season,1.0,13.0,1.93,S.El-Hawli 15/5/2001,EFC,W,,,,,,,
Essendon,2,Jacob Farrow,2007-09-21,188.0,DefenderMidfield,0,18yr 6mth,West Perth,2028.0,Unknown,2025.0,National,1.0,10.0,,,,,,,,,,,
Essendon,8,Brayden Fiorini,1997-08-22,187.0,Midfield,125,28yr 7mth,Northern Knights,2029.0,Unrestricted Free Agent,2015.0,National,1.0,20.0,2.99,B.Fiorini 22/8/1997,GCFC,W,,,,,,,
Essendon,19,Kayle Gerreyn,2006-05-10,199.0,Ruck,0,19yr 10mth,West Perth,2026.0,Non-Free Agent,2024.0,National,2.0,37.0,,,,,,,,,,,
Essendon,11,Jade Gresham,1997-08-24,177.0,Forward,177,28yr 6mth,Northern Knights,2026.0,Unrestricted Free Agent,2015.0,National,1.0,18.0,2.66,J.Gresham 24/8/1997,EFC,GF,,,,,,,
Essendon,35,Matt Guelfi,1997-08-14,184.0,Forward,121,28yr 7mth,Claremont,2026.0,Restricted Free Agent,2017.0,National,5.0,76.0,2.24,M.Guelfi 14/8/1997,EFC,GF,,,,,,,
Essendon,18,Lewis Hayes,2004-12-17,199.0,Defender,1,21yr 3mth,Eastern Ranges,2026.0,Non-Free Agent,2022.0,National,2.0,25.0,,,,,,,,,,,
Essendon,40,Zak Johnson,2006-12-24,185.0,Defender,11,19yr 2mth,Northern Knights,2026.0,Non-Free Agent,2024.0,National,5.0,70.0,2.25,Z.Johnson 24/12/2006,EFC,GD,,,,,,,
Essendon,23,Harrison Jones,2001-02-25,196.0,MidfieldForward,59,25yr,Calder Cannons,2027.0,Restricted Free Agent,2019.0,National,2.0,30.0,1.91,H.Jones 25/2/2001,EFC,M,,,,,,,
Essendon,10,Isaac Kako,2006-03-07,175.0,Forward,24,20yr,Calder Cannons,2029.0,Non-Free Agent,2024.0,National,1.0,13.0,2.48,I.Kako 7/3/2006,EFC,GF,,,,,,,
Essendon,29,Max Kondogiannis,2007-11-14,191.0,Defender,2,18yr 4mth,Oakleigh Chargers,2027.0,Unknown,2025.0,National,2.0,36.0,,,,,,,,,,,
Essendon,4,Kyle Langford,1996-12-01,192.0,Forward,164,29yr 3mth,Northern Knights,2027.0,Unrestricted Free Agent,2014.0,National,1.0,17.0,2.32,K.Langford 1/12/1996,EFC,KF,,,,,,,
Essendon,37,Nicholas Martin,2001-04-03,192.0,MidfieldForward,83,24yr 11mth,Colts,2027.0,Non-Free Agent,,,,,,,,,,,,,,,
Essendon,26,Archie May,2004-08-27,198.0,Forward,8,21yr 6mth,Subiaco,2026.0,Non-Free Agent,2025.0,Mid-Season,1.0,6.0,,,,,,,,,,,
Essendon,1,Andrew McGrath,1998-06-02,180.0,Defender,182,27yr 9mth,Sandringham Dragons,2030.0,Unrestricted Free Agent,2016.0,National,1.0,1.0,2.99,A.McGrath 2/6/1998,EFC,GD,,,,,,,
Essendon,32,Ben McKay,1997-12-24,202.0,Defender,106,28yr 2mth,Gippsland Power,2029.0,Non-Free Agent,2015.0,National,1.0,21.0,2.53,B.McKay 24/12/1997,EFC,KD,,,,,,,
Essendon,48,Liam McMahon,2002-05-02,197.0,Forward,7,23yr 10mth,Northern Knights,2026.0,Unrestricted Free Agent,2020.0,National,2.0,31.0,2.11,L.McMahon 2/5/2002,EFC,KF,,,,,,,
Essendon,7,Zachary Merrett,1995-10-03,179.0,Midfield,253,30yr 5mth,Sandringham Dragons,2027.0,Unrestricted Free Agent,2013.0,National,2.0,26.0,,,,,,,,,,,
Essendon,42,Jayden Nguyen,2006-07-27,178.0,Defender,7,19yr 7mth,Calder Cannons,2026.0,Non-Free Agent,,,,,1.94,J.Nguyen 27/7/2006,EFC,GD,,,,,,,
Essendon,3,Darcy Parish,1997-07-25,180.0,Midfield,167,28yr 7mth,Geelong Falcons,2029.0,Unrestricted Free Agent,2015.0,National,1.0,5.0,2.63,D.Parish 25/7/1997,EFC,M,,,,,,,
Essendon,16,Archie Perkins,2002-03-26,188.0,Forward,103,23yr 11mth,Sandringham Dragons,2026.0,Non-Free Agent,2020.0,National,1.0,9.0,2.78,A.Perkins 26/3/2002,EFC,GF,,,,,,,
Essendon,25,Jaxon Prior,2001-06-04,189.0,Defender,64,24yr 9mth,West Perth,2026.0,Unrestricted Free Agent,2019.0,National,4.0,59.0,2.37,J.Prior 4/6/2001,EFC,GD,,,,,,,
Essendon,27,Mason Redman,1997-08-26,187.0,Defender,145,28yr 6mth,Glenelg,2028.0,Unrestricted Free Agent,2015.0,National,2.0,30.0,2.83,M.Redman 26/8/1997,EFC,GD,,,,,,,
Essendon,31,Zach Reid,2002-03-02,202.0,Defender,21,24yr,Gippsland Power,2028.0,Restricted Free Agent,2020.0,National,1.0,10.0,2.74,Z.Reid 2/3/2002,EFC,KD,,,,,,,
Essendon,14,Jordan Ridley,1998-10-20,195.0,Defender,104,27yr 5mth,Oakleigh Chargers,2029.0,Unrestricted Free Agent,2016.0,National,2.0,22.0,2.5,J.Ridley 20/10/1998,EFC,GD,,,,,,,
Essendon,21,Archie Roberts,2005-11-18,184.0,Defender,29,20yr 4mth,Sandringham Dragons,2028.0,Non-Free Agent,2023.0,National,4.0,54.0,3.01,A.Roberts 18/11/2005,EFC,GD,,,,,,,
Essendon,9,Sullivan Robey,2007-10-04,192.0,MidfieldForward,0,18yr 5mth,Eastern Ranges,2028.0,Unknown,2025.0,National,1.0,9.0,,,,,,,,,,,
Essendon,12,Will Setterfield,1998-02-05,192.0,Midfield,84,28yr 1mth,Sandringham Dragons,2026.0,Unrestricted Free Agent,2016.0,National,1.0,5.0,2.68,W.Setterfield 5/2/1998,EFC,M,,,,,,,
Essendon,15,Dyson Sharp,2007-05-23,187.0,Midfield,2,18yr 9mth,Central District,2028.0,Unknown,2025.0,National,1.0,13.0,,,,,,,,,,,
Essendon,5,Elijah Tsatas,2004-10-18,187.0,Midfield,16,21yr 5mth,Oakleigh Chargers,2026.0,Non-Free Agent,2022.0,National,1.0,5.0,2.09,E.Tsatas 18/10/2004,EFC,M,,,,,,,
Essendon,38,Rhys Unwin,2006-10-11,179.0,Forward,3,19yr 5mth,Greater Western Victoria Rebels,2026.0,Non-Free Agent,2024.0,National,4.0,61.0,1.9,R.Unwin 11/10/2006,EFC,GF,,,,,,,
Essendon,17,Vigo Visentini,2005-09-05,203.0,Ruck,2,20yr 6mth,Sandringham Dragons,2027.0,Non-Free Agent,2023.0,Rookie,1.0,8.0,2.32,V.Visentini 5/9/2005,EFC,R,,,,,,,
Essendon,20,Peter Wright,1996-09-08,203.0,Forward,154,29yr 6mth,Calder Cannons,2027.0,Non-Free Agent,2014.0,National,1.0,8.0,3.23,P.Wright 8/9/1996,EFC,KF,,,,,,,
Fremantle,24,Jye Amiss,2003-07-31,196.0,Forward,73,22yr 7mth,East Perth,2029.0,Restricted Free Agent,2021.0,National,1.0,8.0,2.2,J.Amiss 31/7/2003,FRFC,KF,,,,,,,
Fremantle,41,Bailey Banfield,1998-02-26,190.0,Defender,118,28yr,Claremont,2026.0,Unrestricted Free Agent,2020.0,Rookie,2.0,22.0,2.23,B.Banfield 26/2/1998,FRFC,GD,,,,,,,
Fremantle,10,Shai Bolton,1998-12-08,176.0,MidfieldForward,160,27yr 3mth,South Fremantle,2029.0,Non-Free Agent,2016.0,National,2.0,29.0,2.38,S.Bolton 8/12/1998,FRFC,M,,,,,,,
Fremantle,8,Andrew Brayshaw,1999-11-08,185.0,Midfield,172,26yr 4mth,Sandringham Dragons,2031.0,Unrestricted Free Agent,2017.0,National,1.0,2.0,3.07,A.Brayshaw 8/11/1999,FRFC,M,,,,,,,
Fremantle,38,Jaren Carr,2004-01-27,191.0,Forward,0,22yr 1mth,South Fremantle,2026.0,Non-Free Agent,2024.0,National,4.0,63.0,,,,,,,,,,,
Fremantle,5,Heath Chapman,2002-01-31,193.0,Defender,67,24yr 1mth,West Perth,2027.0,Non-Free Agent,2020.0,National,1.0,14.0,2.4,H.Chapman 31/1/2002,FRFC,GD,,,,,,,
Fremantle,6,Jordan Clark,2000-10-16,185.0,Defender,128,25yr 5mth,Claremont,2028.0,Non-Free Agent,2018.0,National,1.0,15.0,3.21,J.Clark 16/10/2000,FRFC,GD,,,,,,,
Fremantle,36,Brennan Cox,1998-08-13,195.0,Defender,135,27yr 7mth,Woodville-West Torrens,2030.0,Unrestricted Free Agent,2016.0,National,2.0,41.0,2.68,B.Cox 13/8/1998,FRFC,KD,,,,,,,
Fremantle,18,Mason Cox,1991-03-14,211.0,ForwardRuck,139,35yr,Oklahoma State,2027.0,Unrestricted Free Agent,,,,,2.47,M.Cox 14/3/1991,COFC,KF,,,,,,,
Fremantle,4,Sean Darcy,1998-06-12,203.0,Ruck,129,27yr 9mth,Geelong Falcons,2030.0,Unrestricted Free Agent,2016.0,National,2.0,38.0,2.16,S.Darcy 12/6/1998,FRFC,R,,,,,,,
Fremantle,12,Hugh Davies,2004-09-28,196.0,Defender,2,21yr 5mth,Claremont,2026.0,Non-Free Agent,2022.0,National,2.0,33.0,,,,,,,,,,,
Fremantle,37,Josh Draper,2004-02-08,197.0,Defender,31,22yr 1mth,Peel Thunder,2027.0,Non-Free Agent,,,,,,,,,,,,,,,
Fremantle,43,Isaiah Dudley,2003-04-30,171.0,Forward,18,22yr 10mth,Central District,2026.0,Non-Free Agent,,,,,2.14,I.Dudley 30/4/2003,FRFC,GF,,,,,,,
Fremantle,28,Neil Erasmus,2003-12-02,190.0,Midfield,41,22yr 3mth,Subiaco,2028.0,Non-Free Agent,2021.0,National,1.0,10.0,2.21,N.Erasmus 2/12/2003,FRFC,M,,,,,,,
Fremantle,32,Michael Frederick,2000-05-17,183.0,Forward,102,25yr 10mth,Eagles,2029.0,Unrestricted Free Agent,2019.0,National,4.0,61.0,2.58,M.Frederick 17/5/2000,FRFC,GF,,,,,,,
Fremantle,9,Luke Jackson,2001-09-29,199.0,Ruck,121,24yr 5mth,East Fremantle,2029.0,Non-Free Agent,2019.0,National,1.0,3.0,3.0,L.Jackson 29/9/2001,FRFC,R,,,,,,,
Fremantle,44,Matt Johnson,2003-03-16,193.0,Midfield,57,23yr,Subiaco,2026.0,Non-Free Agent,2021.0,National,2.0,21.0,,,,,,,,,,,
Fremantle,19,Leon Kickett,2000-01-01,,MidfieldForward,0,26yr 2mth,Swan Districts,2026.0,Unknown,2025.0,Rookie,1.0,8.0,,,,,,,,,,,
Fremantle,40,Ryda Luke,2007-09-19,185.0,Forward,0,18yr 6mth,South Fremantle,2027.0,Unknown,,,,,,,,,,,,,,,
Fremantle,21,Oscar McDonald,1996-03-18,196.0,Defender,96,30yr,North Ballarat Rebels,2026.0,Unrestricted Free Agent,2014.0,National,3.0,53.0,2.07,O.McDonald 18/3/1996,FRFC,KD,,,,,,,
Fremantle,17,Judd McVee,2003-08-07,185.0,Defender,67,22yr 7mth,East Fremantle,2030.0,Non-Free Agent,2021.0,Rookie,1.0,18.0,2.29,J.McVee 7/8/2003,MFC,GD,,,,,,,
Fremantle,33,Ollie Murphy,2005-09-16,200.0,Defender,0,20yr 6mth,Sandringham Dragons,2026.0,Non-Free Agent,2023.0,National,2.0,41.0,,,,,,,,,,,
Fremantle,11,Tobyn Murray,2005-05-05,180.0,Forward,0,20yr 10mth,Geelong Cats,2027.0,Unknown,2025.0,National,3.0,40.0,,,,,,,,,,,
Fremantle,22,Charlie Nicholls,2006-06-08,197.0,Forward,0,19yr 9mth,Central District,2026.0,Non-Free Agent,2024.0,National,2.0,34.0,,,,,,,,,,,
Fremantle,30,Nathan O'Driscoll,2002-05-17,188.0,Midfield,40,23yr 10mth,Perth,2026.0,Non-Free Agent,2020.0,National,2.0,27.0,2.55,N.O'Driscoll 17/5/2002,FRFC,W,,,,,,,
Fremantle,2,Jaeger O'Meara,1994-02-23,184.0,Midfield,200,32yr,Perth Demons,2026.0,Non-Free Agent,,,,,2.68,J.O'Meara 23/2/1994,FRFC,W,,,,,,,
Fremantle,25,Alex Pearce,1995-06-09,201.0,Defender,140,30yr 9mth,Devonport,2027.0,Unrestricted Free Agent,2013.0,National,2.0,37.0,2.96,A.Pearce 9/6/1995,FRFC,KD,,,,,,,
Fremantle,16,Murphy Reid,2006-07-30,181.0,Forward,26,19yr 7mth,Sandringham Dragons,2029.0,Non-Free Agent,2024.0,National,1.0,17.0,2.71,M.Reid 30/7/2006,FRFC,GF,,,,,,,
Fremantle,42,Aiden Riddle,2005-12-27,200.0,Ruck,0,20yr 2mth,Claremont,2026.0,Non-Free Agent,2024.0,Rookie,1.0,7.0,,,,,,,,,,,
Fremantle,13,Luke Ryan,1996-02-06,186.0,Defender,180,30yr 1mth,Coburg,2027.0,Unrestricted Free Agent,2016.0,National,4.0,66.0,2.7,L.Ryan 6/2/1996,FRFC,GD,,,,,,,
Fremantle,45,Chris Scerri,2003-07-06,177.0,MidfieldForward,1,22yr 8mth,Northern Bullants,2026.0,Unknown,,,,,,,,,,,,,,,
Fremantle,3,Caleb Serong,2001-02-09,180.0,Midfield,129,25yr 1mth,Gippsland Power,2034.0,Unrestricted Free Agent,2019.0,National,1.0,8.0,3.04,C.Serong 9/2/2001,FRFC,M,,,,,,,
Fremantle,14,Jeremy Sharp,2001-08-13,189.0,Midfield,60,24yr 7mth,East Fremantle,2027.0,Unrestricted Free Agent,2019.0,National,2.0,27.0,1.88,J.Sharp 13/8/2001,FRFC,W,,,,,,,
Fremantle,29,Cooper Simpson,2005-02-13,182.0,Defender,5,21yr 1mth,Dandenong Stringrays,2027.0,Non-Free Agent,2023.0,National,2.0,35.0,1.88,C.Simpson 13/2/2005,FRFC,GD,,,,,,,
Fremantle,1,Sam Sturt,2000-05-12,190.0,Forward,31,25yr 10mth,Dandenong Stingrays,2026.0,Restricted Free Agent,2018.0,National,1.0,17.0,,,,,,,,,,,
Fremantle,15,Adam Sweid,2007-09-14,176.0,Midfield,0,18yr 6mth,Calder Cannons,2028.0,Non-Free Agent,2025.0,National,1.0,25.0,,,,,,,,,,,
Fremantle,39,Sam Switkowski,1996-11-20,179.0,Forward,107,29yr 4mth,Box Hill Hawks,2026.0,Restricted Free Agent,2017.0,National,5.0,73.0,2.71,S.Switkowski 20/11/1996,FRFC,GF,,,,,,,
Fremantle,35,Josh Treacy,2002-08-04,195.0,Forward,82,23yr 7mth,Bendigo Pioneers,2030.0,Unrestricted Free Agent,2020.0,Rookie,1.0,7.0,2.99,J.Treacy 4/8/2002,FRFC,KF,,,,,,,
Fremantle,20,Patrick Voss,2003-06-29,195.0,Forward,29,22yr 8mth,Giants Academy,2030.0,Unrestricted Free Agent,2021.0,Rookie,1.0,11.0,2.7,P.Voss 29/6/2003,FRFC,KF,,,,,,,
Fremantle,34,Corey Wagner,1997-03-23,181.0,Midfield,59,28yr 11mth,Aspley,2026.0,Unrestricted Free Agent,2022.0,National,4.0,57.0,2.54,C.Wagner 23/3/1997,FRFC,W,,,,,,,
Fremantle,31,Brandon Walker,2002-10-17,186.0,Defender,67,23yr 5mth,East Fremantle,2027.0,Non-Free Agent,2020.0,National,3.0,50.0,2.23,B.Walker 17/10/2002,FRFC,GD,,,,,,,
Fremantle,27,Toby Whan,2007-05-09,184.0,Midfield,0,18yr 10mth,South Fremantle,2027.0,Unknown,,,,,,,,,,,,,,,
Fremantle,23,Karl Worner,2002-06-16,188.0,Defender,33,23yr 9mth,Oakleigh Chargers,2027.0,Non-Free Agent,2021.0,Rookie,1.0,8.0,2.37,K.Worner 16/6/2002,FRFC,GD,,,,,,,
Fremantle,26,Hayden Young,2001-04-11,189.0,Midfield,90,24yr 11mth,Dandenong Stingrays,2033.0,Unrestricted Free Agent,2019.0,National,1.0,7.0,2.27,H.Young 11/4/2001,FRFC,M,,,,,,,
Geelong,30,Tom Atkins,1995-09-18,180.0,Midfield,155,30yr 6mth,Geelong,2027.0,Restricted Free Agent,2018.0,Rookie,1.0,11.0,2.91,T.Atkins 18/9/1995,GFC,M,,,,,,,
Geelong,26,Harley Barker,2007-05-02,188.0,Midfield,0,18yr 10mth,Sturt,2027.0,Unknown,2025.0,National,1.0,24.0,,,,,,,,,,,
