Player,Team,Jumper,Position,Height,DOB,Age,Matches,RatingPoints_Avg,CoachesVotes_Avg,CoachesVotes_Total,TimeOnGround,Supercoach_Avg,DreamTeamPoints_Avg
Josh Draper,Fremantle,37,Defender,197.0,2004-02-08,22.0,0,0.0,0.0,0,0.0,0.0,0.0
Isaiah Dudley,Fremantle,43,Forward,171.0,2003-04-30,23.0,8,7.787,0.125,1,70.25,56.75,46.5
Neil Erasmus,Fremantle,28,Midfield,190.0,2003-12-02,22.0,8,4.787,0.0,0,75.0,59.875,65.875
Michael Frederick,Fremantle,32,Forward,183.0,2000-05-17,25.0,3,7.0,0.0,0,70.333,50.667,49.0
Luke Jackson,Fremantle,9,Ruck,199.0,2001-09-29,24.0,8,17.3,4.375,35,78.875,128.625,109.125
Matt Johnson,Fremantle,44,Midfield,193.0,2003-03-16,23.0,8,9.45,0.0,0,74.0,61.25,53.25
Leon Kickett,Fremantle,19,MidfieldForward,,2000-01-01,26.0,0,0.0,0.0,0,0.0,0.0,0.0
Ryda Luke,Fremantle,40,Forward,185.0,2007-09-19,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Oscar McDonald,Fremantle,21,Defender,196.0,1996-03-18,30.0,2,6.75,0.0,0,90.0,56.0,51.5
Judd McVee,Fremantle,17,Defender,185.0,2003-08-07,22.0,7,7.543,0.0,0,80.286,59.857,60.714
Ollie Murphy,Fremantle,33,Defender,200.0,2005-09-16,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Tobyn Murray,Fremantle,11,Forward,180.0,2005-05-05,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Charlie Nicholls,Fremantle,22,Forward,197.0,2006-06-08,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Nathan O'Driscoll,Fremantle,30,Midfield,188.0,2002-05-17,23.0,2,11.0,0.0,0,79.5,72.0,58.5
Jaeger O'Meara,Fremantle,2,Midfield,184.0,1994-02-23,32.0,3,7.867,0.0,0,73.667,71.333,63.667
Alex Pearce,Fremantle,25,Defender,201.0,1995-06-09,30.0,8,8.012,1.25,10,77.5,51.125,37.875
Murphy Reid,Fremantle,16,Forward,181.0,2006-07-30,19.0,8,9.613,1.125,9,82.0,85.375,82.25
Aiden Riddle,Fremantle,42,Ruck,200.0,2005-12-27,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Luke Ryan,Fremantle,13,Defender,186.0,1996-02-06,30.0,7,9.043,1.0,7,87.429,95.857,86.0
Chris Scerri,Fremantle,45,MidfieldForward,177.0,2006-07-06,19.0,4,5.55,0.0,0,67.75,40.25,27.25
Caleb Serong,Fremantle,3,Midfield,180.0,2001-02-09,25.0,8,14.738,2.625,21,80.75,97.5,91.75
Jeremy Sharp,Fremantle,14,Midfield,189.0,2001-08-13,24.0,2,6.35,0.0,0,67.5,55.0,59.5
Cooper Simpson,Fremantle,29,Defender,182.0,2005-02-13,21.0,0,0.0,0.0,0,0.0,0.0,0.0
Sam Sturt,Fremantle,1,Forward,190.0,2000-05-12,25.0,0,0.0,0.0,0,0.0,0.0,0.0
Adam Sweid,Fremantle,15,Midfield,176.0,2007-09-14,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Sam Switkowski,Fremantle,39,Forward,179.0,1996-11-20,29.0,8,8.95,0.0,0,71.875,59.0,49.25
Josh Treacy,Fremantle,35,Forward,195.0,2002-08-04,23.0,8,12.088,2.0,16,88.375,99.25,78.875
Patrick Voss,Fremantle,20,Forward,195.0,2003-06-29,22.0,7,2.729,0.0,0,86.571,56.714,55.571
Corey Wagner,Fremantle,34,Midfield,181.0,1997-03-23,29.0,8,9.2,0.0,0,77.0,73.375,68.375
Brandon Walker,Fremantle,31,Defender,186.0,2002-10-17,23.0,1,5.0,0.0,0,91.0,38.0,30.0
Toby Whan,Fremantle,27,Midfield,184.0,2007-05-09,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Karl Worner,Fremantle,23,Defender,188.0,2002-06-16,23.0,8,5.712,0.0,0,78.75,72.25,72.5
Hayden Young,Fremantle,26,Midfield,189.0,2001-04-11,25.0,4,14.65,0.75,3,72.75,89.75,80.75
Tom Atkins,Geelong,30,Midfield,180.0,1995-09-18,30.0,8,11.175,0.375,3,73.625,85.75,80.625
Harley Barker,Geelong,26,Midfield,188.0,2007-05-02,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Jed Bews,Geelong,24,Defender,186.0,1993-12-14,32.0,0,0.0,0.0,0,0.0,0.0,0.0
Mark Blicavs,Geelong,46,Ruck,198.0,1991-03-28,35.0,6,7.367,0.0,0,66.667,66.0,68.333
Jack Bowes,Geelong,12,Midfield,189.0,1998-01-26,28.0,5,8.82,0.0,0,70.6,66.8,71.2
Tanner Bruhn,Geelong,4,Midfield,184.0,2002-05-27,23.0,8,6.375,0.75,6,71.125,84.375,92.25
Cillian Burke,Geelong,41,Defender,192.0,2003-03-29,23.0,0,0.0,0.0,0,0.0,0.0,0.0
Jeremy Cameron,Geelong,5,Forward,196.0,1993-04-01,33.0,7,12.4,1.714,12,91.857,88.286,93.0
Jhye Clark,Geelong,13,MidfieldForward,181.0,2004-07-23,21.0,3,6.3,0.0,0,62.0,46.667,45.0
Bradley Close,Geelong,45,Forward,183.0,1998-07-30,27.0,6,6.883,0.0,0,80.167,41.333,35.0
Toby Conway,Geelong,6,Ruck,206.0,2003-04-24,23.0,0,0.0,0.0,0,0.0,0.0,0.0
Patrick Dangerfield,Geelong,35,Forward,189.0,1990-04-05,36.0,4,6.75,0.0,0,69.0,51.0,43.5
Sam De Koning,Geelong,16,Defender,204.0,2001-02-26,25.0,7,8.0,0.286,2,71.714,63.857,59.0
Ollie Dempsey,Geelong,28,Midfield,187.0,2003-01-07,23.0,8,8.912,0.0,0,85.375,75.125,70.875
Nick Driscoll,Geelong,27,Midfield,,2000-01-01,26.0,0,0.0,0.0,0,0.0,0.0,0.0
Mitchell Edwards,Geelong,11,Ruck,206.0,2005-06-02,20.0,7,5.986,0.0,0,58.0,46.714,41.857
Zach Guthrie,Geelong,39,Defender,188.0,1998-06-30,27.0,8,8.713,0.0,0,76.5,75.75,69.25
Jack Henry,Geelong,38,Defender,192.0,1998-08-29,27.0,5,7.7,0.0,0,88.6,65.4,49.4
Oliver Henry,Geelong,36,Forward,189.0,2002-07-29,23.0,7,6.414,0.0,0,83.714,50.714,50.571
Lennox Hoffman,Geelong,23,Defender,191.0,2006-08-08,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Hunter Holmes,Geelong,22,Midfield,188.0,2007-02-19,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Max Holmes,Geelong,9,Midfield,190.0,2002-08-29,23.0,8,13.475,4.625,37,80.5,120.625,106.0
Lawson Humphries,Geelong,17,Defender,182.0,2003-04-24,23.0,8,9.363,0.5,4,82.5,76.5,79.25
Mitchell Knevitt,Geelong,10,Midfield,193.0,2003-01-08,23.0,1,7.4,0.0,0,77.0,46.0,43.0
Jake Kolodjashnij,Geelong,8,Defender,193.0,1995-08-09,30.0,3,7.8,0.0,0,75.0,48.667,47.0
Shaun Mannagh,Geelong,7,Forward,178.0,1997-08-06,28.0,8,11.537,1.625,13,82.375,66.625,63.75
Jack Martin,Geelong,19,Forward,186.0,1995-01-29,31.0,7,6.071,0.0,0,72.714,67.714,67.857
Keighton Matofai-Forbes,Geelong,31,DefenderForward,188.0,2006-02-02,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Jesse Mellor,Geelong,25,Forward,185.0,2007-01-04,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Gryan Miers,Geelong,32,Forward,179.0,1999-03-30,27.0,5,8.4,0.2,1,79.8,87.8,95.8
Jacob Molier,Geelong,20,Ruck,201.0,2006-10-11,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Oisin Mullin,Geelong,34,DefenderMidfield,182.0,2000-02-11,26.0,8,5.825,0.875,7,80.0,54.75,57.5
Shannon Neale,Geelong,33,Forward,203.0,2002-07-25,23.0,8,11.075,0.875,7,89.5,83.75,63.875
Mark O'Connor,Geelong,42,DefenderMidfield,189.0,1997-01-17,29.0,6,9.15,0.333,2,76.5,70.333,59.0
Connor O'Sullivan,Geelong,14,Defender,198.0,2005-05-19,20.0,8,8.375,0.625,5,90.25,71.125,65.25
Joe Pike,Geelong,37,Ruck,203.0,2005-05-17,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Jay Polkinghorne,Geelong,2,Forward,191.0,2006-06-02,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Bailey Smith,Geelong,3,Midfield,185.0,2000-12-07,25.0,8,15.925,3.25,26,82.75,122.5,118.0
Rhys Stanley,Geelong,1,Ruck,200.0,1990-12-01,35.0,0,0.0,0.0,0,0.0,0.0,0.0
Tyson Stengle,Geelong,18,Forward,175.0,1998-10-19,27.0,0,0.0,0.0,0,0.0,0.0,0.0
George Stevens,Geelong,15,Midfield,189.0,2005-04-14,21.0,0,0.0,0.0,0,0.0,0.0,0.0
Thomas Stewart,Geelong,44,Defender,190.0,1993-03-15,33.0,8,9.775,0.875,7,82.25,93.125,79.625
Oliver Wiltshire,Geelong,21,Forward,180.0,2002-09-15,23.0,4,4.65,0.0,0,72.75,37.5,36.5
James Worpel,Geelong,29,Midfield,186.0,1999-01-24,27.0,5,10.4,0.2,1,70.0,75.2,70.6
Oscar Adams,Gold Coast,48,Defender,197.0,2003-07-23,22.0,5,5.34,0.0,0,74.4,42.6,34.8
Beau Addinsall,Gold Coast,38,Midfield,182.0,2007-03-09,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Noah Anderson,Gold Coast,15,Midfield,192.0,2001-02-17,25.0,7,12.757,1.143,8,84.143,95.0,89.143
Mac Andrew,Gold Coast,1,Defender,202.0,2003-12-04,22.0,8,11.75,0.25,2,87.125,85.875,71.25
Charlie Ballard,Gold Coast,10,Defender,196.0,1999-07-23,26.0,4,5.25,0.0,0,73.5,49.25,40.75
Cooper Bell,Gold Coast,31,DefenderForward,199.0,2006-11-30,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Sam Clohesy,Gold Coast,33,Midfield,189.0,2002-12-12,23.0,6,7.05,0.0,0,74.833,65.667,65.0
Samuel Collins,Gold Coast,25,Defender,194.0,1994-06-15,31.0,8,9.4,1.25,10,92.0,73.5,57.625
Koby Coulson,Gold Coast,43,Midfield,180.0,2007-07-31,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Alex Davies,Gold Coast,5,Midfield,193.0,2002-03-18,24.0,5,9.38,0.0,0,58.4,70.2,64.8
Asher Eastham,Gold Coast,42,Forward,190.0,2006-05-13,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Zak Evans,Gold Coast,36,Midfield,190.0,2000-03-26,26.0,0,0.0,0.0,0,0.0,0.0,0.0
Jy Farrar,Gold Coast,50,Forward,190.0,1996-12-07,29.0,2,1.0,0.0,0,63.0,32.0,33.5
Caleb Graham,Gold Coast,46,Defender,194.0,2000-09-12,25.0,0,0.0,0.0,0,0.0,0.0,0.0
Will Graham,Gold Coast,26,MidfieldForward,186.0,2005-07-27,20.0,8,6.7,0.0,0,77.375,58.875,54.0
Lachlan Gulbin,Gold Coast,39,Forward,187.0,2006-11-24,19.0,3,7.367,0.0,0,72.0,55.333,55.0
Elliott Himmelberg,Gold Coast,12,Forward,196.0,1998-06-04,27.0,0,0.0,0.0,0,0.0,0.0,0.0
Nicholas Holman,Gold Coast,7,MidfieldForward,188.0,1995-05-29,30.0,0,0.0,0.0,0,0.0,0.0,0.0
Bailey Humphrey,Gold Coast,19,MidfieldForward,186.0,2004-09-11,21.0,5,8.04,1.6,8,78.6,68.6,64.6
Joel Jeffrey,Gold Coast,16,Defender,192.0,2002-03-12,24.0,7,11.0,0.0,0,72.714,86.571,78.286
Ben Jepson,Gold Coast,44,Midfield,184.0,2001-10-10,24.0,0,0.0,0.0,0,0.0,0.0,0.0
Ben King,Gold Coast,34,Forward,202.0,2000-07-07,25.0,8,8.113,1.375,11,87.125,64.75,53.125
Max Knobel,Gold Coast,37,Ruck,206.0,2004-06-27,21.0,0,0.0,0.0,0,0.0,0.0,0.0
Caleb Lewis,Gold Coast,45,Forward,198.0,2003-09-29,22.0,0,0.0,0.0,0,0.0,0.0,0.0
Leo Lombard,Gold Coast,8,Forward,179.0,2006-10-05,19.0,8,6.025,0.0,0,79.375,51.125,50.875
Ben Long,Gold Coast,22,Forward,186.0,1997-08-21,28.0,8,9.488,0.0,0,82.0,58.75,52.25
Touk Miller,Gold Coast,11,MidfieldForward,178.0,1996-02-22,30.0,8,14.1,1.875,15,79.875,98.25,90.375
Ned Moyle,Gold Coast,23,Ruck,206.0,2002-02-15,24.0,1,7.1,0.0,0,80.0,72.0,78.0
Jai Murray,Gold Coast,35,Midfield,185.0,2007-03-09,19.0,0,0.0,0.0,0,0.0,0.0,0.0
John Noble,Gold Coast,2,Defender,180.0,1997-03-25,29.0,8,11.088,1.625,13,81.125,95.25,92.375
Dylan Patterson,Gold Coast,30,Defender,184.0,2007-09-01,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Christian Petracca,Gold Coast,3,MidfieldForward,187.0,1996-01-04,30.0,6,22.733,6.167,37,77.0,126.667,103.0
Wil Powell,Gold Coast,27,DefenderMidfield,188.0,1999-08-26,26.0,8,11.85,0.125,1,80.25,87.875,85.75
Ethan Read,Gold Coast,20,Forward,202.0,2005-07-07,20.0,8,4.088,0.25,2,79.375,50.625,52.375
Daniel Rioli,Gold Coast,17,Defender,179.0,1997-04-16,29.0,8,8.012,0.0,0,79.875,71.625,69.125
Jake Rogers,Gold Coast,29,Forward,172.0,2005-03-02,21.0,5,7.88,0.0,0,61.8,51.6,40.6
Matt Rowell,Gold Coast,18,Midfield,180.0,2001-07-01,24.0,4,11.625,2.25,9,83.0,83.75,82.5
Avery Thomas,Gold Coast,41,Defender,185.0,2007-09-20,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Jamarra Ugle-Hagan,Gold Coast,9,Forward,197.0,2002-04-04,24.0,2,5.05,0.0,0,68.5,31.5,46.0
Bodhi Uwland,Gold Coast,6,Defender,188.0,2003-07-25,22.0,8,12.487,1.375,11,87.0,93.75,91.5
Zeke Uwland,Gold Coast,32,DefenderMidfield,179.0,2007-04-24,19.0,7,6.586,0.0,0,65.714,45.571,44.0
Jed Walter,Gold Coast,4,Forward,195.0,2005-06-08,20.0,4,3.6,0.0,0,62.0,49.0,45.75
Lachlan Weller,Gold Coast,14,Midfield,182.0,1996-02-23,30.0,8,11.825,0.0,0,80.25,73.75,63.25
Jarrod Witts,Gold Coast,28,Ruck,209.0,1992-09-13,33.0,7,11.257,1.143,8,78.0,81.714,78.143
Leek Aleer,GWS Giants,21,Defender,194.0,2001-08-21,24.0,3,10.233,0.0,0,65.667,72.333,64.667
Cody Angove,GWS Giants,29,Forward,182.0,2006-05-28,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Ryan Angwin,GWS Giants,9,Midfield,185.0,2002-12-12,23.0,8,10.137,0.125,1,81.125,68.375,64.625
Lachlan Ash,GWS Giants,7,Defender,188.0,2001-06-21,24.0,8,13.537,1.875,15,80.875,102.625,111.125
Toby Bedford,GWS Giants,14,MidfieldForward,179.0,2000-05-27,25.0,4,6.725,0.0,0,73.25,58.25,51.25
Kieren Briggs,GWS Giants,32,Ruck,201.0,1999-10-06,26.0,5,8.96,0.0,0,62.6,62.0,56.2
Callum Brown,GWS Giants,46,Forward,188.0,2000-08-15,25.0,5,3.28,0.0,0,68.2,33.4,37.4
Jack Buckley,GWS Giants,44,Defender,195.0,1997-12-17,28.0,7,9.4,0.0,0,89.714,60.714,49.286
Aaron Cadman,GWS Giants,5,Forward,195.0,2004-03-03,22.0,3,12.2,0.667,2,81.667,92.0,72.667
Finn Callaghan,GWS Giants,17,Midfield,192.0,2003-04-26,23.0,8,14.1,3.0,24,80.125,99.375,95.0
Stephen Coniglio,GWS Giants,3,MidfieldForward,182.0,1993-12-15,32.0,7,6.671,0.714,5,66.286,65.143,65.714
Brent Daniels,GWS Giants,16,Forward,172.0,1999-03-09,27.0,3,16.967,0.333,1,71.333,89.333,69.0
Finnegan Davis,GWS Giants,45,Defender,188.0,2007-01-21,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Josaia Delana,GWS Giants,38,Forward,176.0,2006-07-01,19.0,4,3.775,0.0,0,67.5,36.5,26.0
Joseph Fonti,GWS Giants,37,Defender,189.0,2004-12-24,21.0,7,10.843,0.286,2,82.571,85.143,77.143
Phoenix Gothard,GWS Giants,11,Forward,179.0,2005-09-07,20.0,8,9.85,0.0,0,73.75,67.875,62.625
Tom Green,GWS Giants,12,Midfield,192.0,2001-01-23,25.0,0,0.0,0.0,0,0.0,0.0,0.0
Toby Greene,GWS Giants,4,MidfieldForward,182.0,1993-09-25,32.0,8,10.125,1.625,13,80.75,82.625,84.25
Max Gruzewski,GWS Giants,35,Forward,192.0,2004-07-21,21.0,4,5.225,0.0,0,68.25,42.0,36.75
Riley Hamilton,GWS Giants,43,MidfieldForward,189.0,2006-08-15,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Oliver Hannaford,GWS Giants,13,MidfieldForward,180.0,2006-09-01,19.0,4,0.275,0.0,0,60.5,29.75,42.0
Harrison Himmelberg,GWS Giants,27,Defender,195.0,1996-05-08,29.0,8,9.012,0.0,0,82.125,65.75,58.625
Jesse Hogan,GWS Giants,23,Forward,196.0,1995-02-12,31.0,7,4.357,0.0,0,85.143,57.429,50.286
Connor Idun,GWS Giants,39,Defender,193.0,2000-07-29,25.0,8,11.062,0.125,1,98.125,87.0,72.125
Darcy Jones,GWS Giants,2,Forward,175.0,2004-04-03,22.0,0,0.0,0.0,0,0.0,0.0,0.0
Joshua Kelly,GWS Giants,22,Midfield,184.0,1995-02-12,31.0,0,0.0,0.0,0,0.0,0.0,0.0
Jayden Laverde,GWS Giants,25,Defender,193.0,1996-04-12,30.0,8,7.112,0.125,1,88.875,68.0,62.5
James Leake,GWS Giants,30,DefenderForward,188.0,2005-10-02,20.0,3,5.467,0.0,0,71.0,47.333,50.667
Nick Madden,GWS Giants,41,Ruck,204.0,2004-05-17,21.0,3,7.367,0.0,0,66.667,84.0,80.333
Toby McMullin,GWS Giants,31,Midfield,183.0,2004-08-06,21.0,1,8.0,0.0,0,64.0,38.0,30.0
Xavier O'Halloran,GWS Giants,33,MidfieldForward,187.0,2000-07-11,25.0,8,9.15,0.0,0,73.5,54.0,56.375
Clayton Oliver,GWS Giants,10,Midfield,189.0,1997-07-22,28.0,8,14.975,3.25,26,81.375,109.125,96.5
Harrison Oliver,GWS Giants,19,Defender,181.0,2006-06-15,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Jack Ough,GWS Giants,28,Midfield,194.0,2006-12-15,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Jake Riccardi,GWS Giants,26,ForwardRuck,198.0,1999-11-07,26.0,6,9.033,0.0,0,76.5,75.833,70.333
Harry Rowston,GWS Giants,24,Midfield,182.0,2004-08-12,21.0,4,6.55,0.0,0,67.0,58.25,70.5
Logan Smith,GWS Giants,36,Ruck,204.0,2006-09-24,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Conor Stone,GWS Giants,18,Defender,189.0,2002-04-22,24.0,0,0.0,0.0,0,0.0,0.0,0.0
Jake Stringer,GWS Giants,20,Forward,192.0,1994-04-25,32.0,8,11.725,1.625,13,82.25,67.125,63.0
Oskar Taylor,GWS Giants,34,Defender,182.0,2007-08-01,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Sam Taylor,GWS Giants,15,Defender,198.0,1999-05-05,26.0,0,0.0,0.0,0,0.0,0.0,0.0
Harvey Thomas,GWS Giants,1,MidfieldForward,176.0,2005-08-08,20.0,8,12.613,0.0,0,84.25,85.625,74.875
Nathan Wardius,GWS Giants,42,Forward,181.0,2004-10-12,21.0,0,0.0,0.0,0,0.0,0.0,0.0
Lachie Whitfield,GWS Giants,6,Defender,185.0,1994-07-18,31.0,8,12.213,0.25,2,80.875,106.75,103.625
Karl Amon,Hawthorn,10,Defender,181.0,1995-08-19,30.0,7,8.057,0.286,2,81.429,80.857,84.571
Cody Anderson,Hawthorn,32,Midfield,183.0,2006-01-30,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Tom Barrass,Hawthorn,37,Defender,197.0,1995-10-08,30.0,8,10.175,1.875,15,83.5,68.375,46.875
Josh Battle,Hawthorn,24,Defender,193.0,1998-09-01,27.0,8,10.188,1.25,10,94.625,86.0,83.75
James Blanck,Hawthorn,36,Defender,196.0,2000-11-20,25.0,0,0.0,0.0,0,0.0,0.0,0.0
Sam Butler,Hawthorn,30,MidfieldForward,184.0,2003-02-10,23.0,6,4.7,0.0,0,71.667,50.0,58.833
Mabior Chol,Hawthorn,18,Forward,200.0,1997-01-29,29.0,5,5.78,0.0,0,60.6,58.0,51.8
Massimo D'Ambrosio,Hawthorn,16,Midfield,178.0,2003-06-05,22.0,8,11.325,0.5,4,80.625,80.375,79.375
Jack Dalton,Hawthorn,34,Midfield,178.0,2007-04-05,19.0,2,2.95,0.0,0,60.5,36.5,43.5
Will Day,Hawthorn,12,Midfield,191.0,2001-06-05,24.0,0,0.0,0.0,0,0.0,0.0,0.0
Calsher Dear,Hawthorn,13,Forward,195.0,2005-08-04,20.0,3,7.367,0.0,0,74.667,64.333,54.667
Jack Ginnivan,Hawthorn,33,Forward,185.0,2002-12-09,23.0,8,10.625,1.5,12,81.625,86.25,90.375
Ollie Greeves,Hawthorn,35,Midfield,192.0,2007-02-07,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Jack Gunston,Hawthorn,19,Forward,193.0,1991-10-16,34.0,7,9.957,2.857,20,84.0,80.429,74.0
Blake Hardwick,Hawthorn,15,Defender,183.0,1997-02-05,29.0,8,10.225,0.25,2,91.75,83.5,74.0
Matt Hill,Hawthorn,41,Defender,187.0,2004-01-01,22.0,0,0.0,0.0,0,0.0,0.0,0.0
Henry Hustwaite,Hawthorn,44,Midfield,195.0,2004-07-20,21.0,0,0.0,0.0,0,0.0,0.0,0.0
Jarman Impey,Hawthorn,4,Defender,178.0,1995-07-09,30.0,8,10.45,1.875,15,82.75,84.75,93.75
Matthew LeRay,Hawthorn,31,Midfield,188.0,2007-02-22,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Mitchell Lewis,Hawthorn,2,Forward,199.0,1998-10-14,27.0,8,9.575,0.375,3,79.375,79.625,74.875
Connor MacDonald,Hawthorn,9,Forward,185.0,2003-01-13,23.0,8,13.025,2.125,17,79.375,93.875,93.0
Bailey Macdonald,Hawthorn,42,Defender,182.0,2004-08-04,21.0,0,0.0,0.0,0,0.0,0.0,0.0
Cameron Mackenzie,Hawthorn,28,Midfield,188.0,2004-01-21,22.0,6,7.733,0.0,0,68.833,71.333,74.5
Finn Maginness,Hawthorn,20,Forward,189.0,2001-02-23,25.0,3,8.133,0.0,0,67.667,58.0,53.0
William McCabe,Hawthorn,27,Defender,197.0,2005-09-29,20.0,1,3.2,0.0,0,63.0,30.0,35.0
Lloyd Meek,Hawthorn,17,Ruck,203.0,1998-04-22,28.0,8,8.3,0.0,0,55.0,69.875,68.5
Dylan Moore,Hawthorn,8,Forward,177.0,1999-08-04,26.0,7,9.614,0.857,6,88.0,74.143,75.571
Harry Morrison,Hawthorn,1,Midfield,184.0,1998-11-12,27.0,2,4.8,0.0,0,81.5,57.0,71.0
Noah Mraz,Hawthorn,21,Defender,198.0,2006-02-20,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Cameron Nairn,Hawthorn,22,MidfieldForward,188.0,2007-10-15,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Conor Nash,Hawthorn,11,Midfield,198.0,1998-07-28,27.0,8,9.6,0.75,6,74.5,79.5,77.25
Jai Newcombe,Hawthorn,3,Midfield,187.0,2001-08-02,24.0,8,14.362,4.125,33,80.0,105.125,94.75
Flynn Perez,Hawthorn,39,Defender,188.0,2001-08-25,24.0,3,7.467,0.0,0,72.0,58.667,51.667
Max Ramsden,Hawthorn,38,Forward,203.0,2003-04-19,23.0,0,0.0,0.0,0,0.0,0.0,0.0
Ned Reeves,Hawthorn,7,Ruck,210.0,1998-10-31,27.0,7,11.086,0.0,0,54.0,76.429,64.0
Bodie Ryan,Hawthorn,26,Defender,187.0,2005-04-20,21.0,0,0.0,0.0,0,0.0,0.0,0.0
Aidan Schubert,Hawthorn,29,ForwardRuck,198.0,2007-12-21,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Jack Scrimshaw,Hawthorn,14,Defender,194.0,1998-09-04,27.0,6,6.717,0.167,1,78.833,61.833,59.167
James Sicily,Hawthorn,6,Defender,188.0,1995-01-06,31.0,7,12.229,0.429,3,90.857,96.429,89.571
Jaime Uhr-Henry,Hawthorn,43,Ruck,209.0,2003-03-12,23.0,0,0.0,0.0,0,0.0,0.0,0.0
Josh Ward,Hawthorn,25,Midfield,183.0,2003-08-15,22.0,8,8.637,0.0,0,76.375,71.75,78.0
Nick Watson,Hawthorn,5,Forward,170.0,2005-02-24,21.0,8,17.238,2.75,22,79.5,86.875,71.125
Joshua Weddle,Hawthorn,23,DefenderMidfield,191.0,2004-05-25,21.0,8,6.812,0.125,1,85.5,65.625,65.125
Jed Adams,Melbourne,26,Defender,196.0,2004-05-14,21.0,0,0.0,0.0,0,0.0,0.0,0.0
Oscar Berry,Melbourne,38,Defender,196.0,,,0,0.0,0.0,0,0.0,0.0,0.0
Jake Bowey,Melbourne,17,Defender,175.0,2002-09-12,23.0,0,0.0,0.0,0,0.0,0.0,0.0
Tom Campbell,Melbourne,29,Ruck,201.0,1991-11-02,34.0,0,0.0,0.0,0,0.0,0.0,0.0
Kade Chandler,Melbourne,37,Forward,175.0,2000-01-13,26.0,8,13.537,1.0,8,81.75,78.625,67.5
Paddy Cross,Melbourne,41,Forward,181.0,2003-02-14,23.0,2,3.95,0.0,0,67.5,36.5,27.0
Jai Culley,Melbourne,13,Midfield,194.0,2003-02-24,23.0,7,7.929,0.0,0,70.0,60.0,49.571
Bayley Fritsch,Melbourne,31,Forward,188.0,1996-12-06,29.0,7,11.871,0.571,4,85.857,74.714,63.429
Max Gawn,Melbourne,11,Ruck,209.0,1991-12-30,34.0,8,19.275,3.875,31,83.375,126.75,111.5
Max Heath,Melbourne,27,ForwardRuck,204.0,2002-10-24,23.0,3,8.067,0.0,0,41.0,59.0,38.667
Jack Henderson,Melbourne,43,Forward,176.0,1999-10-01,26.0,0,0.0,0.0,0,0.0,0.0,0.0
Blake Howes,Melbourne,22,Defender,191.0,2003-04-07,23.0,8,6.938,0.125,1,82.375,59.875,52.75
Matthew Jefferson,Melbourne,21,Forward,195.0,2004-03-08,22.0,3,6.0,0.0,0,86.333,51.0,42.333
Changkuoth Jiath,Melbourne,14,Defender,185.0,1999-06-13,26.0,5,4.78,0.0,0,63.8,53.4,55.0
Aidan Johnson,Melbourne,42,Forward,193.0,2000-03-09,26.0,0,0.0,0.0,0,0.0,0.0,0.0
Luker Kentfield,Melbourne,44,Forward,194.0,2005-09-10,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Ed Langdon,Melbourne,15,MidfieldForward,182.0,1996-02-01,30.0,8,9.088,0.0,0,88.125,74.875,74.375
Harvey Langford,Melbourne,4,Midfield,191.0,2006-03-15,20.0,8,9.55,1.0,8,75.625,58.75,58.625
Bailey Laurie,Melbourne,16,Forward,179.0,2002-03-24,24.0,4,5.025,0.0,0,64.75,45.75,47.5
Jake Lever,Melbourne,8,Defender,194.0,1996-03-05,30.0,8,6.675,0.75,6,93.0,66.625,72.625
Xavier Lindsay,Melbourne,5,DefenderMidfield,183.0,2006-08-03,19.0,5,8.6,0.0,0,73.0,70.6,60.8
