Player,Team,Round,Overall_Rating
Wil Parker,Collingwood,4,1.84
Wil Powell,Gold Coast,4,2.51
Will Ashcroft,Brisbane,4,2.74
Will Brodie,Port Adelaide,4,3.02
Will Day,Hawthorn,4,3.15
Will Edwards,Sydney,4,2.51
Will Graham,Gold Coast,4,2.5
Will Green,Sydney,4,2.69
Will Hayes,Collingwood,4,2.08
Will Hayward,Carlton,4,2.53
Will Lewis,Western Bulldogs,4,2.53
Will Lorenz,Port Adelaide,4,2.34
Will McLachlan,Brisbane,4,2.07
Will Setterfield,Essendon,4,2.68
Willem Drew,Port Adelaide,4,2.48
William McCabe,Hawthorn,4,2.24
Xavier Duursma,Essendon,4,2.19
Xavier Lindsay,Melbourne,4,2.28
Xavier O'Halloran,GWS Giants,4,1.83
Xavier Walsh,Port Adelaide,4,2.81
Zac Bailey,Brisbane,4,2.5
Zac Banch,North Melbourne,4,1.99
Zac Fisher,North Melbourne,4,2.29
Zac Taylor,Adelaide,4,2.27
Zac Walker,Western Bulldogs,4,1.97
Zach Guthrie,Geelong,4,2.44
Zach Reid,Essendon,4,1.69
Zachary Merrett,Essendon,4,2.78
Zachary Williams,Carlton,4,2.77
Zak Butters,Port Adelaide,4,3.1
Zak Evans,Gold Coast,4,2.34
Zak Johnson,Essendon,4,1.86
Zane Duursma,North Melbourne,4,2.28
Zane Zakostelsky,Brisbane,4,2.07
Aaron Cadman,GWS Giants,5,2.62
Aaron Naughton,Western Bulldogs,5,2.98
Adam Cerra,Carlton,5,2.78
Adam Saad,Carlton,5,2.56
Adam Treloar,Western Bulldogs,5,2.25
Aidan Corr,North Melbourne,5,1.98
Aidan Johnson,Melbourne,5,1.97
Aiden Riddle,Fremantle,5,2.27
Alex Davies,Gold Coast,5,2.41
Alex Dodson,St Kilda,5,2.55
Alex Neal-Bullen,Adelaide,5,2.62
Alex Pearce,Fremantle,5,2.56
Aliir Aliir,Port Adelaide,5,3.32
Alix Tauru,St Kilda,5,1.61
Andrew Brayshaw,Fremantle,5,3.07
Andrew McGrath,Essendon,5,2.79
Andy Moniz-Wakefield,Melbourne,5,2.08
Angus Anderson,Collingwood,5,3.03
Angus Hastie,St Kilda,5,1.98
Angus Sheldrick,Sydney,5,2.31
Anthony Caminiti,St Kilda,5,1.99
Archer Day-Wicks,Essendon,5,1.87
Archer Reid,West Coast,5,2.37
Archie May,Essendon,5,2.32
Archie Perkins,Essendon,5,2.36
Archie Roberts,Essendon,5,2.31
Arthur Jones,Western Bulldogs,5,1.16
Asher Eastham,Gold Coast,5,2.75
Bailey Banfield,Fremantle,5,2.23
Bailey Dale,Western Bulldogs,5,2.26
Bailey Humphrey,Gold Coast,5,2.96
Bailey J. Williams,West Coast,5,2.87
Bailey Laurie,Melbourne,5,3.33
Bailey Macdonald,Hawthorn,5,2.51
Bailey Scott,North Melbourne,5,2.3
Bailey Smith,Geelong,5,2.74
Bailey Williams,Western Bulldogs,5,2.69
Bayley Fritsch,Melbourne,5,2.84
Beau McCreery,Collingwood,5,2.6
Ben Ainsworth,Carlton,5,2.53
Ben Camporeale,Carlton,5,2.64
Ben Jepson,Gold Coast,5,2.7
Ben Keays,Adelaide,5,2.3
Ben King,Gold Coast,5,2.67
Ben Long,Gold Coast,5,2.48
Ben McKay,Essendon,5,2.46
Ben Miller,Richmond,5,2.47
Benny Barrett,Port Adelaide,5,2.17
Billy Cootee,Sydney,5,3.14
Billy Dowling,Adelaide,5,2.84
Billy Frampton,Collingwood,5,2.54
Billy Wilson,Carlton,5,1.97
Blake Acres,Carlton,5,2.65
Blake Hardwick,Hawthorn,5,2.63
Blake Howes,Melbourne,5,2.16
Bo Allan,West Coast,5,2.64
Bobby Hill,Collingwood,5,2.54
Bodhi Uwland,Gold Coast,5,3.05
Bodie Ryan,Hawthorn,5,2.69
Bradley Close,Geelong,5,1.76
Bradley Hill,St Kilda,5,2.63
Brady Hough,West Coast,5,2.22
Braeden Campbell,Sydney,5,2.6
Brandon Starcevich,West Coast,5,2.09
Brandon Walker,Fremantle,5,2.23
Brandon Zerk-Thatcher,Port Adelaide,5,2.41
Brayden Cook,Adelaide,5,2.89
Brayden Fiorini,Essendon,5,2.21
Brayden George,North Melbourne,5,2.38
Brayden Maynard,Collingwood,5,2.87
Brennan Cox,Fremantle,5,2.98
Brent Daniels,GWS Giants,5,2.45
Brodie Grundy,Sydney,5,3.01
Brodie Kemp,Carlton,5,2.16
Brody Mihocek,Melbourne,5,2.32
Bruce Reville,Brisbane,5,2.81
Buku Khamis,Western Bulldogs,5,2.36
Caiden Cleary,Sydney,5,2.66
Caleb Daniel,North Melbourne,5,2.86
Caleb Graham,Gold Coast,5,2.96
Caleb Lewis,Gold Coast,5,1.91
Caleb Serong,Fremantle,5,3.0
Caleb Windsor,Melbourne,5,2.0
Callum Ah Chee,Adelaide,5,1.85
Callum Brown,GWS Giants,5,1.99
Callum Coleman-Jones,North Melbourne,5,1.75
Callum Mills,Sydney,5,2.92
Callum Wilkie,St Kilda,5,3.43
Calsher Dear,Hawthorn,5,2.15
Cameron Mackenzie,Hawthorn,5,2.48
Cameron Rayner,Brisbane,5,2.92
Cameron Zurhaar,North Melbourne,5,2.49
Campbell Chesser,Carlton,5,2.15
Campbell Gray,Richmond,5,2.55
Chad Warner,Sydney,5,2.36
Changkuoth Jiath,Melbourne,5,2.05
Charlie Ballard,Gold Coast,5,2.61
Charlie Cameron,Brisbane,5,2.83
Charlie Comben,North Melbourne,5,3.04
Charlie Curnow,Sydney,5,2.53
Charlie Edwards,Adelaide,5,2.99
Charlie Nicholls,Fremantle,5,2.08
Charlie Spargo,North Melbourne,5,2.34
Charlie West,Collingwood,5,2.61
Chayce Jones,Adelaide,5,2.25
Chris Scerri,Fremantle,5,2.27
Christian Moraes,Port Adelaide,5,1.92
Christian Petracca,Gold Coast,5,3.03
Christian Salem,Melbourne,5,2.38
Cillian Burke,Geelong,5,2.12
Clay Hall,West Coast,5,2.14
Clayton Oliver,GWS Giants,5,3.09
Cody Anderson,Hawthorn,5,2.52
Cody Angove,GWS Giants,5,1.99
Cody Weightman,Western Bulldogs,5,2.62
Colby McKercher,North Melbourne,5,2.52
Connor Budarick,Western Bulldogs,5,2.51
Connor Idun,GWS Giants,5,2.88
Connor MacDonald,Hawthorn,5,3.21
Connor O'Sullivan,Geelong,5,2.78
Connor Rozee,Port Adelaide,5,2.3
Conor McKenna,Brisbane,5,1.59
Conor Nash,Hawthorn,5,2.63
Conor Stone,GWS Giants,5,1.97
Cooper Bell,Gold Coast,5,1.93
Cooper Harvey,North Melbourne,5,2.33
Cooper Hynes,Western Bulldogs,5,2.04
Cooper Lord,Carlton,5,2.77
Cooper Sharman,St Kilda,5,2.31
Cooper Simpson,Fremantle,5,1.88
Cooper Trembath,North Melbourne,5,2.56
Corey Durdin,Port Adelaide,5,2.25
Corey Wagner,Fremantle,5,2.61
Corey Warner,Sydney,5,1.89
Dan Houston,Collingwood,5,2.92
Dane Rampe,Sydney,5,2.6
Daniel Butler,St Kilda,5,1.98
Daniel Curtin,Adelaide,5,2.86
Daniel McStay,Collingwood,5,2.32
Daniel Rioli,Gold Coast,5,2.52
Daniel Turner,Melbourne,5,2.81
Dante Visentini,Port Adelaide,5,1.97
Darcy Byrne-Jones,Port Adelaide,5,2.37
Darcy Cameron,Collingwood,5,2.76
Darcy Fogarty,Adelaide,5,2.11
Darcy Fort,Brisbane,5,2.75
Darcy Gardiner,Brisbane,5,2.33
Darcy Jones,GWS Giants,5,2.77
Darcy Moore,Collingwood,5,3.08
Darcy Parish,Essendon,5,2.46
Darcy Wilmot,Brisbane,5,2.64
Darcy Wilson,St Kilda,5,2.8
Darragh Joyce,Brisbane,5,2.4
Dayne Zorko,Brisbane,5,2.85
Deven Robertson,West Coast,5,2.43
Dion Prestia,Richmond,5,2.22
Dougal Howard,St Kilda,5,2.24
Dylan Moore,Hawthorn,5,2.93
Dylan Stephens,North Melbourne,5,2.69
Eamonn Armstrong,St Kilda,5,1.68
Ed Langdon,Melbourne,5,2.29
Ed Richards,Western Bulldogs,5,2.81
Edward Allan,Collingwood,5,1.97
Elijah Hewett,West Coast,5,2.11
Elijah Hollands,Carlton,5,2.75
Elijah Tsatas,Essendon,5,2.09
Elliot Yeo,West Coast,5,2.19
Elliott Himmelberg,Gold Coast,5,2.17
Eric Hipwood,Brisbane,5,2.51
Errol Gulden,Sydney,5,3.38
Esava Ratugolea,Port Adelaide,5,2.49
Ethan Read,Gold Coast,5,2.62
Ewan Mackinlay,Port Adelaide,5,2.26
Finlay Macrae,West Coast,5,2.68
Finn Callaghan,GWS Giants,5,2.78
Finn Maginness,Hawthorn,5,2.5
Finn O'Sullivan,North Melbourne,5,2.39
Finnbar Maley,Adelaide,5,2.21
Flynn Perez,Hawthorn,5,2.96
Flynn Young,Carlton,5,2.26
Francis Evans,Carlton,5,2.75
George Hewett,Carlton,5,2.64
George Stevens,Geelong,5,2.24
George Wardlaw,North Melbourne,5,2.43
Griffin Logue,North Melbourne,5,1.55
Gryan Miers,Geelong,5,3.15
Hamish Davis,West Coast,5,2.22
Harley Reid,West Coast,5,2.4
Harris Andrews,Brisbane,5,3.36
Harrison Himmelberg,GWS Giants,5,2.46
Harrison Jones,Essendon,5,1.91
Harrison Oliver,GWS Giants,5,2.8
Harrison Petty,Melbourne,5,2.39
Harrison Ramm,Port Adelaide,5,2.76
Harry Armstrong,Richmond,5,1.77
Harry Barnett,West Coast,5,1.96
Harry Charleson,Carlton,5,2.36
Harry Cunningham,Sydney,5,2.21
Harry Edwards,West Coast,5,2.69
Harry McKay,Carlton,5,2.77
Harry Morrison,Hawthorn,5,2.7
Harry O'Farrell,Carlton,5,2.34
Harry Perryman,Collingwood,5,2.45
Harry Rowston,GWS Giants,5,1.97
Harry Schoenberg,West Coast,5,2.24
Harry Sharp,Melbourne,5,2.06
Harry Sheezel,North Melbourne,5,3.09
Harvey Gallagher,Western Bulldogs,5,1.72
Harvey Harrison,Collingwood,5,2.19
Harvey Johnston,West Coast,5,2.78
Harvey Langford,Melbourne,5,2.25
Harvey Thomas,GWS Giants,5,2.81
Hayden McLean,Sydney,5,2.55
Hayden Young,Fremantle,5,2.27
Heath Chapman,Fremantle,5,2.39
Henry Hustwaite,Hawthorn,5,1.82
Henry Smith,Brisbane,5,2.24
Hudson O'Keeffe,Carlton,5,2.39
Hugh Bond,Adelaide,5,2.4
Hugh Boxshall,St Kilda,5,1.94
Hugh Davies,Fremantle,5,2.76
Hugh McCluggage,Brisbane,5,3.0
Hugo Garcia,St Kilda,5,2.28
Hugo Ralphsmith,Richmond,5,2.18
Hunter Clark,St Kilda,5,2.44
Iliro Smit,Collingwood,5,2.13
Isaac Cumming,Adelaide,5,2.26
Isaac Heeney,Sydney,5,2.61
Isaac Kako,Essendon,5,2.41
Isaac Keeler,St Kilda,5,2.07
Isaac Quaynor,Collingwood,5,2.57
Isaiah Dudley,Fremantle,5,2.62
Ivan Soldo,Port Adelaide,5,2.52
Izak Rankine,Adelaide,5,2.45
Jack Bowes,Geelong,5,2.77
Jack Buckley,GWS Giants,5,2.77
Jack Buller,Collingwood,5,2.42
Jack Carroll,St Kilda,5,2.16
Jack Crisp,Collingwood,5,3.43
Jack Darling,North Melbourne,5,2.65
Jack Ginnivan,Hawthorn,5,2.84
Jack Graham,West Coast,5,2.51
Jack Gunston,Hawthorn,5,2.82
Jack Henderson,Melbourne,5,2.22
Jack Henry,Geelong,5,2.4
Jack Higgins,St Kilda,5,2.4
Jack Hutchinson,West Coast,5,2.23
Jack Lukosius,Port Adelaide,5,2.85
Jack Martin,Geelong,5,2.63
Jack Ough,GWS Giants,5,3.03
Jack Payne,Brisbane,5,2.79
Jack Ross,Richmond,5,2.57
Jack Scrimshaw,Hawthorn,5,2.47
Jack Silvagni,St Kilda,5,2.52
Jack Sinclair,St Kilda,5,3.13
Jack Steele,Melbourne,5,3.02
Jack Viney,Melbourne,5,2.65
Jack Whitlock,Port Adelaide,5,2.32
Jack Williams,West Coast,5,2.37
Jackson Archer,North Melbourne,5,1.72
Jackson Macrae,St Kilda,5,2.2
Jackson Mead,Port Adelaide,5,2.14
Jacob Hopper,Richmond,5,2.08
Jacob Konstanty,North Melbourne,5,2.09
Jacob Molier,Geelong,5,2.42
Jacob Moss,Port Adelaide,5,2.09
Jacob Newton,West Coast,5,1.92
Jacob Van Rooyen,Melbourne,5,2.65
Jacob Wehr,Port Adelaide,5,2.25
Jacob Weitering,Carlton,5,2.78
Jade Gresham,Essendon,5,2.66
Jaeger O'Meara,Fremantle,5,2.68
Jagga Smith,Carlton,5,2.39
Jai Culley,Melbourne,5,2.25
Jai Newcombe,Hawthorn,5,2.64
Jai Serong,Sydney,5,2.48
Jake Bowey,Melbourne,5,2.94
Jake Kolodjashnij,Geelong,5,1.88
Jake Lever,Melbourne,5,2.99
Jake Lloyd,Sydney,5,2.03
Jake Melksham,Melbourne,5,2.68
Jake Riccardi,GWS Giants,5,2.38
Jake Rogers,Gold Coast,5,2.57
Jake Soligo,Adelaide,5,2.35
Jake Stringer,GWS Giants,5,2.53
Jake Waterman,West Coast,5,2.58
Jakob Ryan,Collingwood,5,2.96
Jamarra Ugle-Hagan,Gold Coast,5,2.77
James Barrat,St Kilda,5,2.57
James Blanck,Hawthorn,5,2.41
James Borlase,Adelaide,5,1.79
James Harmes,Western Bulldogs,5,2.75
James Jordon,Sydney,5,2.29
James Leake,GWS Giants,5,1.57
James O'Donnell,Western Bulldogs,5,2.42
James Peatling,Adelaide,5,2.28
James Rowbottom,Sydney,5,2.62
James Sicily,Hawthorn,5,3.36
James Trezise,Richmond,5,1.97
James Tunstill,Brisbane,5,2.18
James Worpel,Geelong,5,2.46
Jamie Cripps,West Coast,5,2.31
Jamie Elliott,Collingwood,5,2.3
Jaren Carr,Fremantle,5,2.49
Jarman Impey,Hawthorn,5,2.72
Jarrod Berry,Brisbane,5,2.88
Jarrod Witts,Gold Coast,5,2.75
Jase Burgoyne,Port Adelaide,5,2.71
Jason Horne-Francis,Port Adelaide,5,2.48
Jaspa Fletcher,Brisbane,5,2.59
Jasper Alger,Richmond,5,1.84
Jaxon Prior,Essendon,5,2.66
Jay Polkinghorne,Geelong,5,2.45
Jayden Laverde,GWS Giants,5,2.63
Jayden Nguyen,Essendon,5,1.94
Jayden Short,Richmond,5,2.56
Jed Adams,Melbourne,5,2.72
Jed Bews,Geelong,5,2.42
Jed Walter,Gold Coast,5,2.17
Jedd Busslinger,Western Bulldogs,5,1.96
Jeremy Cameron,Geelong,5,2.68
Jeremy Howe,Collingwood,5,2.31
Jesse Hogan,GWS Giants,5,2.18
Jesse Motlop,Carlton,5,2.56
Jhye Clark,Geelong,5,1.78
Jobe Shanahan,West Coast,5,2.71
Joe Berry,Port Adelaide,5,2.27
Joe Pike,Geelong,5,2.48
Joe Richards,Port Adelaide,5,2.9
Joel Amartey,Sydney,5,2.6
Joel Cochran,Collingwood,5,2.2
Joel Freijah,Western Bulldogs,5,2.23
Joel Hamling,Sydney,5,1.91
Joel Jeffrey,Gold Coast,5,2.84
John Noble,Gold Coast,5,2.64
Jonty Faull,Richmond,5,2.24
Jordan Boyd,Carlton,5,2.44
Jordan Clark,Fremantle,5,3.21
Jordan Croft,Western Bulldogs,5,1.99
Jordan Dawson,Adelaide,5,2.75
Jordan De Goey,Collingwood,5,2.1
Jordan Ridley,Essendon,5,2.5
Jordon Butts,Adelaide,5,2.74
Jordon Sweet,Port Adelaide,5,2.63
Josaia Delana,GWS Giants,5,1.88
Joseph Fonti,GWS Giants,5,3.11
Josh Battle,Hawthorn,5,2.43
Josh Daicos,Collingwood,5,3.1
Josh Dolan,Western Bulldogs,5,1.72
Josh Draper,Fremantle,5,1.79
Josh Dunkley,Brisbane,5,2.58
Josh Gibcus,Richmond,5,2.84
Josh Goater,North Melbourne,5,1.79
Josh Lai,Port Adelaide,5,2.21
Josh Rachele,Adelaide,5,2.53
Josh Sinn,Port Adelaide,5,1.77
Josh Smillie,Richmond,5,2.29
Josh Treacy,Fremantle,5,3.51
Josh Ward,Hawthorn,5,2.36
Josh Worrell,Adelaide,5,2.89
Joshua Kelly,GWS Giants,5,3.02
Joshua Weddle,Hawthorn,5,2.55
Judd McVee,Fremantle,5,2.29
Judson Clarke,Richmond,5,2.4
Justin McInerney,Sydney,5,2.63
Jy Farrar,Gold Coast,5,1.91
Jy Simpkin,North Melbourne,5,2.63
Jye Amiss,Fremantle,5,2.34
Jye Caldwell,Essendon,5,2.42
Kade Chandler,Melbourne,5,2.97
Kai Lohmann,Brisbane,5,2.93
Kaleb Smith,Richmond,5,2.9
Kane Farrell,Port Adelaide,5,2.73
Kane McAuliffe,Richmond,5,2.56
Karl Amon,Hawthorn,5,2.3
Karl Worner,Fremantle,5,2.4
Kayle Gerreyn,Essendon,5,2.46
Keidean Coleman,Brisbane,5,2.35
Keighton Matofai-Forbes,Geelong,5,2.03
Kieren Briggs,GWS Giants,5,2.39
Koltyn Tholstrup,Melbourne,5,2.13
Kyle Langford,Essendon,5,2.12
Kysaiah Pickett,Melbourne,5,2.67
Lachie Jaques,Western Bulldogs,5,2.71
Lachie Neale,Brisbane,5,2.85
Lachie Sullivan,Collingwood,5,2.41
Lachie Whitfield,GWS Giants,5,2.89
Lachlan Ash,GWS Giants,5,2.99
Lachlan Blakiston,Essendon,5,2.09
Lachlan Bramble,Western Bulldogs,5,1.93
Lachlan Cowan,Carlton,5,2.14
Lachlan Fogarty,Carlton,5,2.01
Lachlan Gulbin,Gold Coast,5,2.56
Lachlan Jones,Port Adelaide,5,1.96
Lachlan McAndrew,Adelaide,5,2.67
Lachlan McNeil,Western Bulldogs,5,2.2
Lachlan Schultz,Collingwood,5,3.13
Lachlan Sholl,Adelaide,5,2.14
Lachlan Smith,Western Bulldogs,5,2.77
Lachlan Weller,Gold Coast,5,2.19
Laitham Vandermeer,Western Bulldogs,5,2.37
Lance Collard,St Kilda,5,1.87
Latrelle Pickett,Melbourne,5,1.99
Lawson Humphries,Geelong,5,2.33
Leek Aleer,GWS Giants,5,2.33
Leo Lombard,Gold Coast,5,2.56
Levi Ashcroft,Brisbane,5,2.6
Lewis Hayes,Essendon,5,3.31
Lewis Melican,Sydney,5,1.93
Lewis Young,Carlton,5,2.21
Liam Baker,West Coast,5,2.82
Liam Duggan,West Coast,5,2.48
Liam Fawcett,Richmond,5,2.53
Liam Henry,St Kilda,5,1.87
Liam McMahon,Essendon,5,2.11
Liam O'Connell,St Kilda,5,2.06
Liam Reidy,Carlton,5,2.94
Liam Ryan,St Kilda,5,2.19
Liam Stocker,St Kilda,5,2.21
Lincoln McCarthy,Brisbane,5,2.63
Lloyd Meek,Hawthorn,5,2.57
Logan Evans,Port Adelaide,5,2.46
Logan McDonald,Sydney,5,2.73
Logan Morris,Brisbane,5,2.54
Logan Smith,GWS Giants,5,2.06
Lucas Camporeale,Carlton,5,2.13
Luke Beecken,Brisbane,5,2.7
Luke Cleary,Western Bulldogs,5,2.45
Luke Davies-Uniacke,North Melbourne,5,3.14
Luke Jackson,Fremantle,5,2.86
Luke Kennedy,Western Bulldogs,5,2.12
Luke Lloyd,Brisbane,5,2.5
Luke McDonald,North Melbourne,5,2.43
Luke Nankervis,Adelaide,5,2.1
Luke Parker,North Melbourne,5,3.15
Luke Pedlar,Adelaide,5,1.81
Luke Ryan,Fremantle,5,2.43
Luke Trainor,Richmond,5,2.21
Luke Urquhart,North Melbourne,5,2.38
Luker Kentfield,Melbourne,5,2.05
Mabior Chol,Hawthorn,5,2.98
Mac Andrew,Gold Coast,5,2.87
Malakai Champion,West Coast,5,2.27
Malcolm Rosas,Sydney,5,2.16
Mani Liddy,Port Adelaide,5,2.15
Marc Pittonet,Carlton,5,2.42
Marcus Bontempelli,Western Bulldogs,5,3.09
Marcus Windhager,St Kilda,5,2.87
Mark Blicavs,Geelong,5,2.49
Mark Keane,Adelaide,5,2.67
Mark O'Connor,Geelong,5,2.3
Mason Cox,Fremantle,5,2.47
Mason Redman,Essendon,5,2.27
Mason Wood,St Kilda,5,2.74
Massimo D'Ambrosio,Hawthorn,5,2.39
Matt Carroll,Carlton,5,2.56
Matt Cottrell,Carlton,5,2.27
Matt Duffy,Carlton,5,1.66
Matt Guelfi,Essendon,5,2.24
Matt Hill,Hawthorn,5,2.26
Matt Johnson,Fremantle,5,2.51
Matt Owies,West Coast,5,2.24
Matt Rowell,Gold Coast,5,3.3
Matt Whitlock,North Melbourne,5,2.14
Mattaes Phillipou,St Kilda,5,1.92
Matthew Flynn,West Coast,5,2.26
Matthew Jefferson,Melbourne,5,1.63
Matthew Kennedy,Western Bulldogs,5,2.89
Matthew Roberts,Sydney,5,2.82
Maurice Rioli,Richmond,5,2.19
Max Gawn,Melbourne,5,3.71
Max Gruzewski,GWS Giants,5,1.98
Max Hall,St Kilda,5,3.31
Max Heath,Melbourne,5,2.42
Max Holmes,Geelong,5,3.12
Max King,St Kilda,5,2.55
Max King,Sydney,5,2.55
Max Knobel,Gold Coast,5,2.46
Max Michalanney,Adelaide,5,2.41
Max Ramsden,Hawthorn,5,2.71
Michael Frederick,Fremantle,5,2.58
Michael Sellwood,Western Bulldogs,5,2.34
Milan Murdock,West Coast,5,3.34
Miles Bergman,Port Adelaide,5,2.13
Mitch Georgiades,Port Adelaide,5,2.68
Mitch McGovern,Carlton,5,3.0
Mitch Zadow,Port Adelaide,5,2.89
Mitchell Edwards,Geelong,5,1.77
Mitchell Hinge,Adelaide,5,2.43
Mitchell Knevitt,Geelong,5,2.43
Mitchell Lewis,Hawthorn,5,2.67
Mitchito Owens,St Kilda,5,2.72
Murphy Reid,Fremantle,5,3.1
Mykelti Lefau,Richmond,5,2.18
Nasiah Wanganeen-Milera,St Kilda,5,2.27
Nate Caddy,Essendon,5,2.36
Nathan Broad,Richmond,5,2.28
Nathan O'Driscoll,Fremantle,5,2.66
Nathan Wardius,GWS Giants,5,3.01
Ned Bowman,Sydney,5,2.42
Ned Long,Collingwood,5,2.29
Ned Moyle,Gold Coast,5,2.2
Ned Reeves,Hawthorn,5,2.32
Neil Erasmus,Fremantle,5,2.63
Nic Newman,Carlton,5,3.21
Nicholas Coffield,Western Bulldogs,5,2.23
Nicholas Holman,Gold Coast,5,1.93
Nicholas Martin,Essendon,5,2.84
Nick Blakey,Sydney,5,2.91
Nick Bryan,Essendon,5,2.1
Nick Daicos,Collingwood,5,2.99
Nick Haynes,Carlton,5,2.92
Nick Larkey,North Melbourne,5,2.84
Nick Madden,GWS Giants,5,3.12
Nick Murray,Adelaide,5,2.94
Nick Vlastuin,Richmond,5,2.27
Nick Watson,Hawthorn,5,3.16
Nikolas Cox,Essendon,5,2.07
Noah Anderson,Gold Coast,5,2.8
Noah Answerth,Brisbane,5,1.92
Noah Balta,Richmond,5,2.25
Noah Howes,Collingwood,5,1.98
Noah Long,West Coast,5,1.89
Noah Mraz,Hawthorn,5,2.86
Oisin Mullin,Geelong,5,2.14
Oliver Florent,Carlton,5,2.78
Oliver Hannaford,GWS Giants,5,2.45
Oliver Hayes-Brown,Richmond,5,2.7
Oliver Henry,Geelong,5,2.24
Oliver Hollands,Carlton,5,2.39
Oliver Wiltshire,Geelong,5,2.15
Oliver Wines,Port Adelaide,5,2.7
Ollie Dempsey,Geelong,5,2.55
Ollie Lord,Port Adelaide,5,1.96
Ollie Murphy,Fremantle,5,2.57
Oscar Adams,Gold Coast,5,1.86
Oscar Allen,Brisbane,5,2.25
Oscar McDonald,Fremantle,5,2.33
Oscar Ryan,Adelaide,5,2.43
Oscar Steene,Collingwood,5,2.39
Oskar Baker,Western Bulldogs,5,2.54
Paddy Cross,Melbourne,5,2.77
Paddy Dow,St Kilda,5,2.84
Patrick Cripps,Carlton,5,2.9
Patrick Dangerfield,Geelong,5,3.31
Patrick Lipinski,Collingwood,5,2.15
Patrick Retschko,Richmond,5,2.36
Patrick Said,St Kilda,5,2.09
Patrick Snell,Sydney,5,2.57
Patrick Voss,Fremantle,5,2.62
Paul Curtis,North Melbourne,5,2.7
Peter Ladhams,Sydney,5,1.92
Peter Wright,Essendon,5,2.63
Phoenix Gothard,GWS Giants,5,2.72
Reece Torrent,Brisbane,5,2.49
Reef McInnes,Collingwood,5,2.16
Reilly O'Brien,Adelaide,5,2.73
Reuben Ginbey,West Coast,5,2.48
Rhett Bazzo,West Coast,5,2.06
Rhyan Mansell,Richmond,5,2.6
Rhylee West,Western Bulldogs,5,2.39
Rhys Stanley,Geelong,5,2.12
Rhys Unwin,Essendon,5,1.9
Riak Andrew,Sydney,5,2.26
Ricky Mentha,Melbourne,5,2.42
Riley Bice,Sydney,5,2.86
Riley Garcia,Western Bulldogs,5,2.16
Riley Hamilton,GWS Giants,5,2.41
Riley Hardeman,North Melbourne,5,2.08
Riley Thilthorpe,Adelaide,5,3.06
River Stevens,North Melbourne,5,2.19
Roan Steele,Collingwood,5,1.67
Rob Monahan,Carlton,5,2.06
Rory Laird,Adelaide,5,2.57
Rory Lobb,Western Bulldogs,5,2.55
Rowan Marshall,St Kilda,5,2.07
Ryan Angwin,GWS Giants,5,2.84
Ryan Byrnes,St Kilda,5,2.34
Ryan Gardner,Western Bulldogs,5,3.34
Ryan Lester,Brisbane,5,2.92
Ryan Maric,West Coast,5,2.46
Ryley Sanders,Western Bulldogs,5,2.15
Saad El-Hawli,Essendon,5,1.93
Sam Banks,Richmond,5,2.32
Sam Berry,Adelaide,5,2.84
Sam Butler,Hawthorn,5,2.03
Sam Clohesy,Gold Coast,5,2.55
Sam Darcy,Western Bulldogs,5,3.01
Sam Davidson,Western Bulldogs,5,1.67
Sam De Koning,Geelong,5,2.98
Sam Draper,Brisbane,5,2.16
Sam Durham,Essendon,5,2.42
Sam Flanders,St Kilda,5,2.6
Sam Lalor,Richmond,5,2.47
Sam Marshall,Brisbane,5,1.77
Sam Powell-Pepper,Port Adelaide,5,2.91
Sam Sturt,Fremantle,5,2.09
Sam Switkowski,Fremantle,5,2.15
Sam Taylor,GWS Giants,5,3.6
Sam Walsh,Carlton,5,2.83
Sam Wicks,Sydney,5,2.17
Samson Ryan,Richmond,5,1.61
Samuel Collins,Gold Coast,5,3.05
Sandy Brock,West Coast,5,2.42
Scott Pendlebury,Collingwood,5,2.23
Sean Darcy,Fremantle,5,2.13
Seth Campbell,Richmond,5,2.43
Shadeau Brain,Brisbane,5,2.79
Shai Bolton,Fremantle,5,2.81
Shane McAdam,Melbourne,5,1.98
Shannon Neale,Geelong,5,2.89
Shaun Mannagh,Geelong,5,3.01
Sid Draper,Adelaide,5,1.38
Steele Sidebottom,Collingwood,5,2.56
Steely Green,Richmond,5,2.4
Stephen Coniglio,GWS Giants,5,2.24
Steven May,Melbourne,5,2.78
Tai Hayes,Brisbane,5,2.38
Taj Hotton,Richmond,5,2.69
Tanner Bruhn,Geelong,5,2.89
Taylor Adams,Sydney,5,2.35
Taylor Goad,North Melbourne,5,2.26
Taylor Walker,Adelaide,5,2.73
Tew Jiath,Collingwood,5,2.35
Thomas Liberatore,Western Bulldogs,5,2.89
Thomas Sims,Richmond,5,2.12
Thomas Stewart,Geelong,5,3.02
Tim Kelly,West Coast,5,2.66
Tim Membrey,Collingwood,5,2.2
Tim Taranto,Richmond,5,3.05
Timothy English,Western Bulldogs,5,2.97
Tobie Travaglia,St Kilda,5,2.06
Toby Bedford,GWS Giants,5,2.01
Toby Conway,Geelong,5,2.48
Toby Greene,GWS Giants,5,2.42
Toby McMullin,GWS Giants,5,2.54
Toby Murray,Adelaide,5,2.43
Toby Nankervis,Richmond,5,2.67
Toby Pink,North Melbourne,5,2.08
Tobyn Murray,Fremantle,5,2.76
Todd Marshall,Port Adelaide,5,2.4
Tom Anastasopoulos,Port Adelaide,5,2.16
Tom Atkins,Geelong,5,2.79
