Team,Jumper,Player,DOB,Height,Position,Matches_Career,Age,Origin,Contract_Expiry,FA_Status,Draft_Year,Draft_Type,Draft_Round,Draft_Pick,Position_Clean,Age_Decimal,Season,Matches_Current
Collingwood,40,Noah Howes,2005-10-28,196.0,Forward,0,20yr 4mth,South Adelaide,2026.0,Non-Free Agent,2025.0,Mid-Season,2.0,15.0,Forward,20.0,2026,0
Collingwood,19,Tew Jiath,2005-03-02,188.0,Defender,1,21yr,Gippsland Power,2027.0,Non-Free Agent,2023.0,National,2.0,37.0,Defender,21.0,2026,0
Collingwood,1,Patrick Lipinski,1998-07-17,190.0,MidfieldForward,142,27yr 7mth,Northern Knights,2027.0,Non-Free Agent,2016.0,National,2.0,28.0,Mid-Forward,27.0,2026,1
Collingwood,44,Ned Long,2003-02-05,194.0,Midfield,38,23yr 1mth,Northern Knights,2027.0,Unrestricted Free Agent,2024.0,Mid-Season,2.0,19.0,Midfielder,23.0,2026,1
Collingwood,4,Brayden Maynard,1996-09-20,189.0,Defender,230,29yr 5mth,Sandringham Dragons,2029.0,Unrestricted Free Agent,2014.0,National,2.0,30.0,Defender,29.0,2026,1
Collingwood,37,Zac McCarthy,2007-10-27,199.0,ForwardRuck,0,18yr 4mth,Oakleigh Chargers,2027.0,Unknown,2025.0,National,3.0,55.0,Ruck,18.0,2026,0
Collingwood,31,Beau McCreery,2001-04-19,186.0,Forward,97,24yr 10mth,South Adelaide,2027.0,Non-Free Agent,2020.0,National,3.0,44.0,Forward,24.0,2026,1
Collingwood,26,Reef McInnes,2002-12-12,194.0,Defender,23,23yr 3mth,Oakleigh Chargers,2027.0,Non-Free Agent,2020.0,National,1.0,23.0,Defender,23.0,2026,0
Collingwood,11,Daniel McStay,1995-06-24,195.0,Forward,199,30yr 8mth,Eastern Ranges,2027.0,Non-Free Agent,2013.0,National,2.0,25.0,Forward,30.0,2026,1
Collingwood,28,Tim Membrey,1994-05-26,188.0,Forward,203,31yr 9mth,Gippsland Power,2026.0,Unrestricted Free Agent,2012.0,National,3.0,46.0,Forward,31.0,2026,1
Collingwood,30,Darcy Moore,1996-01-25,203.0,Defender,195,30yr 1mth,Oakleigh Chargers,2028.0,Unrestricted Free Agent,2014.0,National,1.0,9.0,Defender,30.0,2026,0
Collingwood,15,Wil Parker,2002-05-29,183.0,Defender,10,23yr 9mth,Eastern Ranges,2026.0,Non-Free Agent,,,,,Defender,23.0,2026,1
Collingwood,10,Scott Pendlebury,1988-01-07,191.0,Midfield,426,38yr 2mth,Gippsland Power,2026.0,Unrestricted Free Agent,2005.0,National,1.0,5.0,Midfielder,38.0,2026,1
Collingwood,12,Harry Perryman,1998-12-19,187.0,Defender,155,27yr 2mth,Collingullie,2030.0,Non-Free Agent,2016.0,National,1.0,14.0,Defender,27.0,2026,1
Collingwood,18,Tyan Prindable,2007-01-25,182.0,Midfield,0,19yr 1mth,Brisbane Lions Academy,2027.0,Unknown,2025.0,National,2.0,32.0,Midfielder,19.0,2026,0
Collingwood,3,Isaac Quaynor,2000-01-15,180.0,Defender,134,26yr 1mth,Oakleigh Chargers,2029.0,Unrestricted Free Agent,2018.0,National,1.0,13.0,Defender,26.0,2026,1
Collingwood,24,Jakob Ryan,2004-09-20,189.0,Defender,1,21yr 5mth,Glenelg,2026.0,Non-Free Agent,2022.0,National,2.0,28.0,Defender,21.0,2026,0
Collingwood,43,Jai Saxena,2007-07-27,179.0,Forward,0,18yr 7mth,Oakleigh Chargers,2026.0,Non-Free Agent,,,,,Forward,18.0,2026,0
Collingwood,8,Lachlan Schultz,1997-11-30,178.0,Forward,127,28yr 3mth,Williamstown,2027.0,Unrestricted Free Agent,2018.0,National,4.0,57.0,Forward,28.0,2026,1
Collingwood,22,Steele Sidebottom,1991-01-02,184.0,Midfield,355,35yr 2mth,Murray Bushrangers,2026.0,Unrestricted Free Agent,2008.0,National,1.0,11.0,Midfielder,35.0,2026,1
Collingwood,20,Iliro Smit,2005-08-09,200.0,Ruck,0,20yr 7mth,Eastern Ranges,2026.0,Non-Free Agent,2024.0,Mid-Season,1.0,10.0,Ruck,20.0,2026,0
Collingwood,45,Roan Steele,2001-10-22,183.0,Midfield,6,24yr 4mth,West Perth,2028.0,Non-Free Agent,2025.0,Mid-Season,1.0,8.0,Midfielder,24.0,2026,1
Collingwood,21,Oscar Steene,2003-08-23,201.0,ForwardRuck,0,22yr 6mth,West Adelaide,2027.0,Non-Free Agent,,,,,Ruck,22.0,2026,0
Collingwood,33,Lachie Sullivan,1997-09-25,180.0,Forward,24,28yr 5mth,Footscray,2026.0,Non-Free Agent,,,,,Forward,28.0,2026,0
Collingwood,32,Samuel Swadling,2007-01-16,189.0,Midfield,0,19yr 1mth,West Perth,2027.0,Unknown,2025.0,National,3.0,37.0,Midfielder,19.0,2026,0
Collingwood,29,Charlie West,2006-02-01,194.0,Forward,1,20yr 1mth,Woodville-West Torrens,2028.0,Non-Free Agent,2024.0,National,3.0,50.0,Forward,20.0,2026,0
Essendon,46,Lachlan Blakiston,1998-09-09,203.0,Defender,11,27yr 6mth,East Fremantle,2028.0,Non-Free Agent,2025.0,Mid-Season,1.0,13.0,Defender,27.0,2026,0
Essendon,39,Cillian Bourke,2006-06-07,190.0,Defender,0,19yr 9mth,County Offaly,2027.0,Unknown,,,,,Defender,19.0,2026,0
Essendon,24,Nick Bryan,2001-10-22,203.0,Ruck,23,24yr 4mth,Oakleigh Chargers,2027.0,Restricted Free Agent,2019.0,National,2.0,38.0,Ruck,24.0,2026,0
Essendon,30,Nate Caddy,2005-07-14,193.0,Forward,27,20yr 7mth,Northern Knights,2028.0,Non-Free Agent,2023.0,National,1.0,10.0,Forward,20.0,2026,0
Essendon,6,Jye Caldwell,2000-09-28,183.0,Midfield,89,25yr 5mth,Bendigo Pioneers,2028.0,Restricted Free Agent,2018.0,National,1.0,11.0,Midfielder,25.0,2026,0
Essendon,36,Angus Clarke,2006-05-08,188.0,DefenderMidfield,14,19yr 10mth,Glenelg,2028.0,Non-Free Agent,2024.0,National,2.0,39.0,Defender,19.0,2026,0
Essendon,13,Nikolas Cox,2002-01-15,200.0,Midfield,53,24yr 1mth,Northern Knights,2026.0,Non-Free Agent,2020.0,National,1.0,8.0,Midfielder,24.0,2026,0
Essendon,44,Archer Day-Wicks,2006-05-13,186.0,Forward,5,19yr 9mth,Bendigo Pioneers,2026.0,Non-Free Agent,2024.0,Rookie,1.0,6.0,Forward,19.0,2026,0
Essendon,22,Sam Durham,2001-07-09,185.0,Midfield,91,24yr 8mth,Richmond,2032.0,Unrestricted Free Agent,2021.0,Mid-Season,1.0,9.0,Midfielder,24.0,2026,0
Essendon,28,Xavier Duursma,2000-07-07,186.0,Midfield,110,25yr 8mth,Gippsland Power,2027.0,Non-Free Agent,2018.0,National,1.0,18.0,Midfielder,25.0,2026,0
Essendon,45,Tom Edwards,2000-05-20,191.0,Forward,2,25yr 9mth,Swan Districts,2026.0,Non-Free Agent,,,,,Forward,25.0,2026,0
Essendon,33,Hussien El Achkar,2007-04-02,171.0,Forward,0,18yr 11mth,Calder Cannons,2027.0,Unknown,2025.0,National,3.0,53.0,Forward,18.0,2026,0
Essendon,41,Saad El-Hawli,2001-05-15,184.0,Midfield,9,24yr 9mth,Northern Bullants,2026.0,Non-Free Agent,2024.0,Mid-Season,1.0,13.0,Midfielder,24.0,2026,0
Essendon,2,Jacob Farrow,2007-09-21,188.0,DefenderMidfield,0,18yr 5mth,West Perth,2028.0,Unknown,2025.0,National,1.0,10.0,Defender,18.0,2026,0
Essendon,8,Brayden Fiorini,1997-08-22,187.0,Midfield,123,28yr 6mth,Northern Knights,2029.0,Unrestricted Free Agent,2015.0,National,1.0,20.0,Midfielder,28.0,2026,0
Essendon,19,Kayle Gerreyn,2006-05-10,199.0,Ruck,0,19yr 10mth,West Perth,2026.0,Non-Free Agent,2024.0,National,2.0,37.0,Ruck,19.0,2026,0
Essendon,11,Jade Gresham,1997-08-24,177.0,Forward,177,28yr 6mth,Northern Knights,2026.0,Unrestricted Free Agent,2015.0,National,1.0,18.0,Forward,28.0,2026,0
Essendon,35,Matt Guelfi,1997-08-14,184.0,Forward,121,28yr 6mth,Claremont,2026.0,Restricted Free Agent,2017.0,National,5.0,76.0,Forward,28.0,2026,0
Essendon,18,Lewis Hayes,2004-12-17,199.0,Defender,1,21yr 2mth,Eastern Ranges,2026.0,Non-Free Agent,2022.0,National,2.0,25.0,Defender,21.0,2026,0
Essendon,40,Zak Johnson,2006-12-24,185.0,Defender,9,19yr 2mth,Northern Knights,2026.0,Non-Free Agent,2024.0,National,5.0,70.0,Defender,19.0,2026,0
Essendon,23,Harrison Jones,2001-02-25,196.0,MidfieldForward,59,25yr,Calder Cannons,2027.0,Restricted Free Agent,2019.0,National,2.0,30.0,Mid-Forward,25.0,2026,0
Essendon,10,Isaac Kako,2006-03-07,175.0,Forward,23,20yr,Calder Cannons,2029.0,Non-Free Agent,2024.0,National,1.0,13.0,Forward,20.0,2026,0
Essendon,29,Max Kondogiannis,2007-11-14,191.0,Defender,0,18yr 3mth,Oakleigh Chargers,2027.0,Unknown,2025.0,National,2.0,36.0,Defender,18.0,2026,0
Essendon,4,Kyle Langford,1996-12-01,192.0,Forward,162,29yr 3mth,Northern Knights,2027.0,Unrestricted Free Agent,2014.0,National,1.0,17.0,Forward,29.0,2026,0
Essendon,37,Nicholas Martin,2001-04-03,192.0,MidfieldForward,83,24yr 11mth,Colts,2027.0,Non-Free Agent,,,,,Mid-Forward,24.0,2026,0
Essendon,26,Archie May,2004-08-27,198.0,Forward,7,21yr 6mth,Subiaco,2026.0,Non-Free Agent,2025.0,Mid-Season,1.0,6.0,Forward,21.0,2026,0
Essendon,1,Andrew McGrath,1998-06-02,180.0,Defender,180,27yr 9mth,Sandringham Dragons,2030.0,Unrestricted Free Agent,2016.0,National,1.0,1.0,Defender,27.0,2026,0
Essendon,32,Ben McKay,1997-12-24,202.0,Defender,104,28yr 2mth,Gippsland Power,2029.0,Non-Free Agent,,,,,Defender,28.0,2026,0
Essendon,48,Liam McMahon,2002-05-02,197.0,Forward,7,23yr 10mth,Northern Knights,2026.0,Unrestricted Free Agent,2020.0,National,2.0,31.0,Forward,23.0,2026,0
Essendon,7,Zachary Merrett,1995-10-03,179.0,Midfield,251,30yr 5mth,Sandringham Dragons,2027.0,Unrestricted Free Agent,2013.0,National,2.0,26.0,Midfielder,30.0,2026,0
Essendon,42,Jayden Nguyen,2006-07-27,178.0,Defender,5,19yr 7mth,Calder Cannons,2026.0,Non-Free Agent,,,,,Defender,19.0,2026,0
Essendon,3,Darcy Parish,1997-07-25,180.0,Midfield,165,28yr 7mth,Geelong Falcons,2029.0,Unrestricted Free Agent,2015.0,National,1.0,5.0,Midfielder,28.0,2026,0
Essendon,16,Archie Perkins,2002-03-26,188.0,Forward,101,23yr 11mth,Sandringham Dragons,2026.0,Non-Free Agent,2020.0,National,1.0,9.0,Forward,23.0,2026,0
Essendon,25,Jaxon Prior,2001-06-04,189.0,Defender,62,24yr 9mth,West Perth,2026.0,Unrestricted Free Agent,2019.0,National,4.0,59.0,Defender,24.0,2026,0
Essendon,27,Mason Redman,1997-08-26,187.0,Defender,143,28yr 6mth,Glenelg,2028.0,Unrestricted Free Agent,2015.0,National,2.0,30.0,Defender,28.0,2026,0
Essendon,31,Zach Reid,2002-03-02,202.0,Defender,19,24yr,Gippsland Power,2028.0,Restricted Free Agent,2020.0,National,1.0,10.0,Defender,24.0,2026,0
Essendon,14,Jordan Ridley,1998-10-20,195.0,Defender,104,27yr 4mth,Oakleigh Chargers,2029.0,Unrestricted Free Agent,2016.0,National,2.0,22.0,Defender,27.0,2026,0
Essendon,21,Archie Roberts,2005-11-18,184.0,Defender,27,20yr 3mth,Sandringham Dragons,2028.0,Non-Free Agent,2023.0,National,4.0,54.0,Defender,20.0,2026,0
Essendon,9,Sullivan Robey,2007-10-04,192.0,MidfieldForward,0,18yr 5mth,Eastern Ranges,2028.0,Unknown,2025.0,National,1.0,9.0,Mid-Forward,18.0,2026,0
Essendon,12,Will Setterfield,1998-02-05,192.0,Midfield,84,28yr 1mth,Sandringham Dragons,2026.0,Unrestricted Free Agent,2016.0,National,1.0,5.0,Midfielder,28.0,2026,0
Essendon,15,Dyson Sharp,2007-05-23,187.0,Midfield,0,18yr 9mth,Central District,2028.0,Unknown,2025.0,National,1.0,13.0,Midfielder,18.0,2026,0
Essendon,5,Elijah Tsatas,2004-10-18,187.0,Midfield,16,21yr 4mth,Oakleigh Chargers,2026.0,Non-Free Agent,2022.0,National,1.0,5.0,Midfielder,21.0,2026,0
Essendon,38,Rhys Unwin,2006-10-11,179.0,Forward,3,19yr 5mth,Greater Western Victoria Rebels,2026.0,Non-Free Agent,2024.0,National,4.0,61.0,Forward,19.0,2026,0
Essendon,17,Vigo Visentini,2005-09-05,203.0,Ruck,2,20yr 6mth,Sandringham Dragons,2027.0,Non-Free Agent,2023.0,Rookie,1.0,8.0,Ruck,20.0,2026,0
Essendon,20,Peter Wright,1996-09-08,203.0,Forward,152,29yr 6mth,Calder Cannons,2027.0,Non-Free Agent,2014.0,National,1.0,8.0,Forward,29.0,2026,0
Fremantle,24,Jye Amiss,2003-07-31,196.0,Forward,71,22yr 7mth,East Perth,2029.0,Restricted Free Agent,2021.0,National,1.0,8.0,Forward,22.0,2026,0
Fremantle,41,Bailey Banfield,1998-02-26,190.0,Defender,118,28yr,Claremont,2026.0,Unrestricted Free Agent,2020.0,Rookie,2.0,22.0,Defender,28.0,2026,0
Fremantle,10,Shai Bolton,1998-12-08,176.0,MidfieldForward,158,27yr 3mth,South Fremantle,2029.0,Non-Free Agent,2016.0,National,2.0,29.0,Mid-Forward,27.0,2026,0
Fremantle,8,Andrew Brayshaw,1999-11-08,185.0,Midfield,170,26yr 4mth,Sandringham Dragons,2031.0,Unrestricted Free Agent,2017.0,National,1.0,2.0,Midfielder,26.0,2026,0
Fremantle,38,Jaren Carr,2004-01-27,191.0,Forward,0,22yr 1mth,South Fremantle,2026.0,Non-Free Agent,2024.0,National,4.0,63.0,Forward,22.0,2026,0
Fremantle,5,Heath Chapman,2002-01-31,193.0,Defender,65,24yr 1mth,West Perth,2027.0,Non-Free Agent,2020.0,National,1.0,14.0,Defender,24.0,2026,0
Fremantle,6,Jordan Clark,2000-10-16,185.0,Defender,126,25yr 4mth,Claremont,2028.0,Non-Free Agent,2018.0,National,1.0,15.0,Defender,25.0,2026,0
Fremantle,36,Brennan Cox,1998-08-13,195.0,Defender,135,27yr 6mth,Woodville-West Torrens,2030.0,Unrestricted Free Agent,2016.0,National,2.0,41.0,Defender,27.0,2026,0
Fremantle,18,Mason Cox,1991-03-14,211.0,ForwardRuck,139,34yr 11mth,Oklahoma State,2027.0,Unrestricted Free Agent,,,,,Ruck,34.0,2026,0
Fremantle,4,Sean Darcy,1998-06-12,203.0,Ruck,127,27yr 9mth,Geelong Falcons,2030.0,Unrestricted Free Agent,2016.0,National,2.0,38.0,Ruck,27.0,2026,0
Fremantle,12,Hugh Davies,2004-09-28,196.0,Defender,2,21yr 5mth,Claremont,2026.0,Non-Free Agent,2022.0,National,2.0,33.0,Defender,21.0,2026,0
Fremantle,37,Josh Draper,2004-02-08,197.0,Defender,31,22yr 1mth,Peel Thunder,2027.0,Non-Free Agent,,,,,Defender,22.0,2026,0
Fremantle,43,Isaiah Dudley,2003-04-30,171.0,Forward,16,22yr 10mth,Central District,2026.0,Non-Free Agent,,,,,Forward,22.0,2026,0
Fremantle,28,Neil Erasmus,2003-12-02,190.0,Midfield,39,22yr 3mth,Subiaco,2028.0,Non-Free Agent,2021.0,National,1.0,10.0,Midfielder,22.0,2026,0
Fremantle,32,Michael Frederick,2000-05-17,183.0,Forward,102,25yr 9mth,Eagles,2029.0,Unrestricted Free Agent,2019.0,National,4.0,61.0,Forward,25.0,2026,0
Fremantle,9,Luke Jackson,2001-09-29,199.0,Ruck,119,24yr 5mth,East Fremantle,2029.0,Non-Free Agent,2019.0,National,1.0,3.0,Ruck,24.0,2026,0
Fremantle,44,Matt Johnson,2003-03-16,193.0,Midfield,55,22yr 11mth,Subiaco,2026.0,Non-Free Agent,2021.0,National,2.0,21.0,Midfielder,22.0,2026,0
Fremantle,19,Leon Kickett,2000-01-01,,MidfieldForward,0,26yr 2mth,Swan Districts,2026.0,Unknown,2025.0,Rookie,1.0,8.0,Mid-Forward,26.0,2026,0
Fremantle,40,Ryda Luke,2007-09-19,185.0,Forward,0,18yr 5mth,South Fremantle,2027.0,Unknown,,,,,Forward,18.0,2026,0
Fremantle,21,Oscar McDonald,1996-03-18,196.0,Defender,94,29yr 11mth,North Ballarat Rebels,2026.0,Unrestricted Free Agent,2014.0,National,3.0,53.0,Defender,29.0,2026,0
Fremantle,17,Judd McVee,2003-08-07,185.0,Defender,65,22yr 7mth,East Fremantle,2030.0,Non-Free Agent,2021.0,Rookie,1.0,18.0,Defender,22.0,2026,0
Fremantle,33,Ollie Murphy,2005-09-16,200.0,Defender,0,20yr 5mth,Sandringham Dragons,2026.0,Non-Free Agent,2023.0,National,2.0,41.0,Defender,20.0,2026,0
Fremantle,11,Tobyn Murray,2005-05-05,180.0,Forward,0,20yr 10mth,Geelong Cats,2027.0,Unknown,2025.0,National,3.0,40.0,Forward,20.0,2026,0
Fremantle,22,Charlie Nicholls,2006-06-08,197.0,Forward,0,19yr 9mth,Central District,2026.0,Non-Free Agent,2024.0,National,2.0,34.0,Forward,19.0,2026,0
Fremantle,30,Nathan O'Driscoll,2002-05-17,188.0,Midfield,38,23yr 9mth,Perth,2026.0,Non-Free Agent,2020.0,National,2.0,27.0,Midfielder,23.0,2026,0
Fremantle,2,Jaeger O'Meara,1994-02-23,184.0,Midfield,200,32yr,Perth Demons,2026.0,Non-Free Agent,,,,,Midfielder,32.0,2026,0
Fremantle,25,Alex Pearce,1995-06-09,201.0,Defender,138,30yr 9mth,Devonport,2027.0,Unrestricted Free Agent,2013.0,National,2.0,37.0,Defender,30.0,2026,0
Fremantle,16,Murphy Reid,2006-07-30,181.0,Forward,24,19yr 7mth,Sandringham Dragons,2029.0,Non-Free Agent,2024.0,National,1.0,17.0,Forward,19.0,2026,0
Fremantle,42,Aiden Riddle,2005-12-27,200.0,Ruck,0,20yr 2mth,Claremont,2026.0,Non-Free Agent,2024.0,Rookie,1.0,7.0,Ruck,20.0,2026,0
Fremantle,13,Luke Ryan,1996-02-06,186.0,Defender,179,30yr 1mth,Coburg,2027.0,Unrestricted Free Agent,2016.0,National,4.0,66.0,Defender,30.0,2026,0
Fremantle,45,Chris Scerri,2003-07-06,177.0,MidfieldForward,0,22yr 8mth,Northern Bullants,2026.0,Unknown,,,,,Mid-Forward,22.0,2026,0
Fremantle,3,Caleb Serong,2001-02-09,180.0,Midfield,127,25yr 1mth,Gippsland Power,2034.0,Unrestricted Free Agent,2019.0,National,1.0,8.0,Midfielder,25.0,2026,0
Fremantle,14,Jeremy Sharp,2001-08-13,189.0,Midfield,60,24yr 6mth,East Fremantle,2027.0,Unrestricted Free Agent,2019.0,National,2.0,27.0,Midfielder,24.0,2026,0
Fremantle,29,Cooper Simpson,2005-02-13,182.0,Defender,5,21yr,Dandenong Stringrays,2027.0,Non-Free Agent,2023.0,National,2.0,35.0,Defender,21.0,2026,0
Fremantle,1,Sam Sturt,2000-05-12,190.0,Forward,31,25yr 10mth,Dandenong Stingrays,2026.0,Restricted Free Agent,2018.0,National,1.0,17.0,Forward,25.0,2026,0
Fremantle,15,Adam Sweid,2007-09-14,176.0,Midfield,0,18yr 5mth,Calder Cannons,2028.0,Non-Free Agent,2025.0,National,1.0,25.0,Midfielder,18.0,2026,0
Fremantle,39,Sam Switkowski,1996-11-20,179.0,Forward,105,29yr 3mth,Box Hill Hawks,2026.0,Restricted Free Agent,2017.0,National,5.0,73.0,Forward,29.0,2026,0
Fremantle,35,Josh Treacy,2002-08-04,195.0,Forward,80,23yr 7mth,Bendigo Pioneers,2030.0,Unrestricted Free Agent,2020.0,Rookie,1.0,7.0,Forward,23.0,2026,0
Fremantle,20,Patrick Voss,2003-06-29,195.0,Forward,27,22yr 8mth,Giants Academy,2030.0,Unrestricted Free Agent,2021.0,Rookie,1.0,11.0,Forward,22.0,2026,0
Fremantle,34,Corey Wagner,1997-03-23,181.0,Midfield,57,28yr 11mth,Aspley,2026.0,Unrestricted Free Agent,2022.0,National,4.0,57.0,Midfielder,28.0,2026,0
Fremantle,31,Brandon Walker,2002-10-17,186.0,Defender,66,23yr 4mth,East Fremantle,2027.0,Non-Free Agent,2020.0,National,3.0,50.0,Defender,23.0,2026,0
Fremantle,27,Toby Whan,2007-05-09,184.0,Midfield,0,18yr 10mth,South Fremantle,2027.0,Unknown,,,,,Midfielder,18.0,2026,0
Fremantle,23,Karl Worner,2002-06-16,188.0,Defender,31,23yr 8mth,Oakleigh Chargers,2027.0,Non-Free Agent,2021.0,Rookie,1.0,8.0,Defender,23.0,2026,0
Fremantle,26,Hayden Young,2001-04-11,189.0,Midfield,89,24yr 11mth,Dandenong Stingrays,2033.0,Unrestricted Free Agent,2019.0,National,1.0,7.0,Midfielder,24.0,2026,0
Geelong,30,Tom Atkins,1995-09-18,180.0,Midfield,154,30yr 5mth,Geelong,2027.0,Restricted Free Agent,2018.0,Rookie,1.0,11.0,Midfielder,30.0,2026,1
Geelong,26,Harley Barker,2007-05-02,188.0,Midfield,0,18yr 10mth,Sturt,2027.0,Unknown,2025.0,National,1.0,24.0,Midfielder,18.0,2026,0
Geelong,24,Jed Bews,1993-12-14,186.0,Defender,175,32yr 2mth,Geelong Falcons,2026.0,Unrestricted Free Agent,2011.0,National,5.0,86.0,Defender,32.0,2026,0
Geelong,46,Mark Blicavs,1991-03-28,198.0,Ruck,296,34yr 11mth,Geelong Vfl,2026.0,Unrestricted Free Agent,2011.0,Rookie,3.0,54.0,Ruck,34.0,2026,1
Geelong,12,Jack Bowes,1998-01-26,189.0,Midfield,143,28yr 1mth,Cairns,2026.0,Non-Free Agent,2016.0,National,1.0,10.0,Midfielder,28.0,2026,0
Geelong,4,Tanner Bruhn,2002-05-27,184.0,Midfield,67,23yr 9mth,Geelong Falcons,2027.0,Non-Free Agent,2020.0,National,1.0,12.0,Midfielder,23.0,2026,1
Geelong,41,Cillian Burke,2003-03-29,192.0,Defender,0,22yr 11mth,Kerry GAA,2026.0,Non-Free Agent,,,,,Defender,22.0,2026,0
Geelong,5,Jeremy Cameron,1993-04-01,196.0,Forward,280,32yr 11mth,Dartmoor,2027.0,Non-Free Agent,,,,,Forward,32.0,2026,0
Geelong,13,Jhye Clark,2004-07-23,181.0,Midfield,27,21yr 7mth,Geelong Falcons,2026.0,Non-Free Agent,2022.0,National,1.0,8.0,Midfielder,21.0,2026,1
Geelong,45,Bradley Close,1998-07-30,183.0,Forward,128,27yr 7mth,Glenelg,2028.0,Restricted Free Agent,2019.0,Rookie,1.0,14.0,Forward,27.0,2026,1
Geelong,6,Toby Conway,2003-04-24,206.0,Ruck,6,22yr 10mth,Geelong Falcons,2027.0,Non-Free Agent,2021.0,National,2.0,24.0,Ruck,22.0,2026,0
Geelong,35,Patrick Dangerfield,1990-04-05,189.0,Forward,360,35yr 11mth,Geelong Falcons,2026.0,Unrestricted Free Agent,2007.0,National,1.0,10.0,Forward,35.0,2026,0
Geelong,16,Sam De Koning,2001-02-26,204.0,Defender,86,25yr,Dandenong Stingrays,2027.0,Restricted Free Agent,2019.0,National,1.0,19.0,Defender,25.0,2026,1
Geelong,28,Ollie Dempsey,2003-01-07,187.0,Midfield,59,23yr 2mth,Carey Grammar,2029.0,Restricted Free Agent,2021.0,Rookie,1.0,15.0,Midfielder,23.0,2026,1
Geelong,27,Nick Driscoll,2000-01-01,,Midfield,0,26yr 2mth,Northern Knights,2026.0,Unknown,2025.0,Rookie,3.0,28.0,Midfielder,26.0,2026,0
Geelong,11,Mitchell Edwards,2005-06-02,206.0,Ruck,0,20yr 9mth,Peel Thunder,2027.0,Non-Free Agent,2023.0,National,2.0,32.0,Ruck,20.0,2026,0
Geelong,39,Zach Guthrie,1998-06-30,188.0,Defender,129,27yr 8mth,Calder Cannons,2028.0,Unrestricted Free Agent,2016.0,Rookie,2.0,33.0,Defender,27.0,2026,1
Geelong,38,Jack Henry,1998-08-29,192.0,Defender,165,27yr 6mth,Geelong Falcons,2029.0,Unrestricted Free Agent,2016.0,Rookie,1.0,16.0,Defender,27.0,2026,1
Geelong,36,Oliver Henry,2002-07-29,189.0,Forward,86,23yr 7mth,Geelong Falcons,2027.0,Non-Free Agent,2020.0,National,1.0,17.0,Forward,23.0,2026,1
Geelong,23,Lennox Hoffman,2006-08-08,191.0,Defender,0,19yr 7mth,Sandringham Dragons,2026.0,Non-Free Agent,2024.0,National,4.0,66.0,Defender,19.0,2026,0
Geelong,22,Hunter Holmes,2007-02-19,188.0,Midfield,0,19yr,Oakleigh Chargers,2027.0,Unknown,2025.0,National,2.0,33.0,Midfielder,19.0,2026,0
Geelong,9,Max Holmes,2002-08-29,190.0,Midfield,103,23yr 6mth,Sandringham Dragons,2028.0,Restricted Free Agent,2020.0,National,1.0,20.0,Midfielder,23.0,2026,1
Geelong,17,Lawson Humphries,2003-04-24,182.0,Defender,37,22yr 10mth,Swan Districts,2028.0,Non-Free Agent,2023.0,National,5.0,63.0,Defender,22.0,2026,1
Geelong,10,Mitchell Knevitt,2003-01-08,193.0,Midfield,22,23yr 2mth,Geelong Falcons,2026.0,Non-Free Agent,2021.0,National,2.0,25.0,Midfielder,23.0,2026,1
Geelong,8,Jake Kolodjashnij,1995-08-09,193.0,Defender,198,30yr 7mth,Launceston,2026.0,Unrestricted Free Agent,2013.0,National,3.0,41.0,Defender,30.0,2026,0
Geelong,7,Shaun Mannagh,1997-08-06,178.0,Forward,36,28yr 7mth,Werribee,2026.0,Non-Free Agent,2023.0,National,2.0,36.0,Forward,28.0,2026,1
Geelong,19,Jack Martin,1995-01-29,186.0,Forward,165,31yr 1mth,Geraldton,2026.0,Unrestricted Free Agent,2019.0,Pre-Season,1.0,1.0,Forward,31.0,2026,1
Geelong,31,Keighton Matofai-Forbes,2006-02-02,188.0,DefenderForward,0,20yr 1mth,Western Jets,2026.0,Non-Free Agent,2025.0,Rookie,2.0,23.0,Defender,20.0,2026,0
Geelong,25,Jesse Mellor,2007-01-04,185.0,Forward,0,19yr 2mth,Geelong Falcons,2027.0,Unknown,,,,,Forward,19.0,2026,0
Geelong,32,Gryan Miers,1999-03-30,179.0,Forward,156,26yr 11mth,Geelong Falcons,2028.0,Unrestricted Free Agent,2017.0,National,4.0,57.0,Forward,26.0,2026,1
Geelong,20,Jacob Molier,2006-10-11,201.0,Ruck,0,19yr 5mth,Sturt,2026.0,Non-Free Agent,2024.0,National,3.0,52.0,Ruck,19.0,2026,0
Geelong,34,Oisin Mullin,2000-02-11,182.0,DefenderMidfield,44,26yr 1mth,Mayo,2027.0,Non-Free Agent,,,,,Defender,26.0,2026,1
Geelong,33,Shannon Neale,2002-07-25,203.0,Forward,46,23yr 7mth,South Fremantle,2028.0,Restricted Free Agent,2020.0,National,2.0,33.0,Forward,23.0,2026,1
Geelong,42,Mark O'Connor,1997-01-17,189.0,Defender,148,29yr 1mth,Ireland,2026.0,Unrestricted Free Agent,,,,,Defender,29.0,2026,1
Geelong,14,Connor O'Sullivan,2005-05-19,198.0,Defender,27,20yr 9mth,Murray Bushrangers,2028.0,Non-Free Agent,2023.0,National,1.0,11.0,Defender,20.0,2026,1
Geelong,37,Joe Pike,2005-05-17,203.0,Ruck,0,20yr 9mth,Geelong Falcons,2026.0,Non-Free Agent,2024.0,Rookie,3.0,31.0,Ruck,20.0,2026,0
